timestamp,road_id,road_name,cars_count,avg_speed,congestion_level,district
2025-01-01 08:50:00,5,التجمع محور التسعين,229,41.82,53.18,التجمع الخامس
2025-01-01 08:55:00,1,صلاح سالم,235,77.75,23.25,مدينة نصر
2025-01-01 08:55:00,2,الهرم,179,62.74,36.26,الجيزة
2025-01-01 08:55:00,3,كورنيش النيل,162,79.86,15.14,وسط البلد
2025-01-01 08:55:00,4,المعادي كورنيش,51,50.16,49.84,المعادي
2025-01-01 08:55:00,5,التجمع محور التسعين,136,36.72,58.28,التجمع الخامس
2025-01-01 09:00:00,1,صلاح سالم,178,34.37,61.63,مدينة نصر
2025-01-01 09:00:00,2,الهرم,102,49.37,50.63,الجيزة
2025-01-01 09:00:00,3,كورنيش النيل,209,55.56,45.44,وسط البلد
2025-01-01 09:00:00,4,المعادي كورنيش,233,34.26,65.74,المعادي
2025-01-01 09:00:00,5,التجمع محور التسعين,73,48.22,47.78,التجمع الخامس
2025-01-01 09:05:00,1,صلاح سالم,247,43.93,51.07,مدينة نصر
2025-01-01 09:05:00,2,الهرم,173,50.49,46.51,الجيزة
2025-01-01 09:05:00,3,كورنيش النيل,197,39.56,58.44,وسط البلد
2025-01-01 09:05:00,4,المعادي كورنيش,196,62.67,34.33,المعادي
2025-01-01 09:05:00,5,التجمع محور التسعين,197,58.71,39.29,التجمع الخامس
2025-01-01 09:10:00,1,صلاح سالم,210,43.85,57.15,مدينة نصر
2025-01-01 09:10:00,2,الهرم,131,70.26,32.74,الجيزة
2025-01-01 09:10:00,3,كورنيش النيل,227,75.48,28.52,وسط البلد
2025-01-01 09:10:00,4,المعادي كورنيش,148,33.71,70.29,المعادي
2025-01-01 09:10:00,5,التجمع محور التسعين,161,53.31,41.69,التجمع الخامس
2025-01-01 09:15:00,1,صلاح سالم,51,79.78,19.22,مدينة نصر
2025-01-01 09:15:00,2,الهرم,86,72.96,28.04,الجيزة
2025-01-01 09:15:00,3,كورنيش النيل,58,36.73,60.27,وسط البلد
2025-01-01 09:15:00,4,المعادي كورنيش,97,70.8,27.2,المعادي
2025-01-01 09:15:00,5,التجمع محور التسعين,201,44.27,50.73,التجمع الخامس
2025-01-01 09:20:00,1,صلاح سالم,201,71.06,23.94,مدينة نصر
2025-01-01 09:20:00,2,الهرم,249,67.12,34.88,الجيزة
2025-01-01 09:20:00,3,كورنيش النيل,133,54.84,48.16,وسط البلد
2025-01-01 09:20:00,4,المعادي كورنيش,148,78.42,17.58,المعادي
2025-01-01 09:20:00,5,التجمع محور التسعين,177,38.32,57.68,التجمع الخامس
2025-01-01 09:25:00,1,صلاح سالم,103,46.91,56.09,مدينة نصر
2025-01-01 09:25:00,2,الهرم,210,21.08,77.92,الجيزة
2025-01-01 09:25:00,3,كورنيش النيل,97,64.79,37.21,وسط البلد
2025-01-01 09:25:00,4,المعادي كورنيش,184,63.26,31.74,المعادي
2025-01-01 09:25:00,5,التجمع محور التسعين,225,25.62,71.38,التجمع الخامس
2025-01-01 09:30:00,1,صلاح سالم,168,35.03,64.97,مدينة نصر
2025-01-01 09:30:00,2,الهرم,158,49.2,52.8,الجيزة
2025-01-01 09:30:00,3,كورنيش النيل,76,46.06,52.94,وسط البلد
2025-01-01 09:30:00,4,المعادي كورنيش,79,58.71,36.29,المعادي
2025-01-01 09:30:00,5,التجمع محور التسعين,246,33.81,63.19,التجمع الخامس
2025-01-01 09:35:00,1,صلاح سالم,53,21.46,73.54,مدينة نصر
2025-01-01 09:35:00,2,الهرم,66,79.67,19.33,الجيزة
2025-01-01 09:35:00,3,كورنيش النيل,55,42.21,60.79,وسط البلد
2025-01-01 09:35:00,4,المعادي كورنيش,86,75.7,19.3,المعادي
2025-01-01 09:35:00,5,التجمع محور التسعين,95,78.0,19.0,التجمع الخامس
2025-01-01 09:40:00,1,صلاح سالم,237,71.18,27.82,مدينة نصر
2025-01-01 09:40:00,2,الهرم,209,71.07,25.93,الجيزة
2025-01-01 09:40:00,3,كورنيش النيل,177,42.36,61.64,وسط البلد
2025-01-01 09:40:00,4,المعادي كورنيش,103,61.76,40.24,المعادي
2025-01-01 09:40:00,5,التجمع محور التسعين,223,25.83,74.17,التجمع الخامس
2025-01-01 09:45:00,1,صلاح سالم,200,28.41,75.59,مدينة نصر
2025-01-01 09:45:00,2,الهرم,179,39.35,62.65,الجيزة
2025-01-01 09:45:00,3,كورنيش النيل,210,28.2,71.8,وسط البلد
2025-01-01 09:45:00,4,المعادي كورنيش,225,53.17,50.83,المعادي
2025-01-01 09:45:00,5,التجمع محور التسعين,75,68.61,34.39,التجمع الخامس
2025-01-01 09:50:00,1,صلاح سالم,201,74.79,29.21,مدينة نصر
2025-01-01 09:50:00,2,الهرم,184,50.09,47.91,الجيزة
2025-01-01 09:50:00,3,كورنيش النيل,114,24.26,72.74,وسط البلد
2025-01-01 09:50:00,4,المعادي كورنيش,192,42.53,53.47,المعادي
2025-01-01 09:50:00,5,التجمع محور التسعين,81,54.7,45.3,التجمع الخامس
2025-01-01 09:55:00,1,صلاح سالم,100,47.94,52.06,مدينة نصر
2025-01-01 09:55:00,2,الهرم,107,71.62,23.38,الجيزة
2025-01-01 09:55:00,3,كورنيش النيل,229,22.33,77.67,وسط البلد
2025-01-01 09:55:00,4,المعادي كورنيش,237,39.6,62.4,المعادي
2025-01-01 09:55:00,5,التجمع محور التسعين,102,36.29,62.71,التجمع الخامس
2025-01-01 10:00:00,1,صلاح سالم,152,25.12,72.88,مدينة نصر
2025-01-01 10:00:00,2,الهرم,143,52.44,48.56,الجيزة
2025-01-01 10:00:00,3,كورنيش النيل,217,63.57,32.43,وسط البلد
2025-01-01 10:00:00,4,المعادي كورنيش,173,62.88,34.12,المعادي
2025-01-01 10:00:00,5,التجمع محور التسعين,194,43.93,53.07,التجمع الخامس
2025-01-01 10:05:00,1,صلاح سالم,141,64.64,39.36,مدينة نصر
2025-01-01 10:05:00,2,الهرم,166,24.85,78.15,الجيزة
2025-01-01 10:05:00,3,كورنيش النيل,189,44.54,59.46,وسط البلد
2025-01-01 10:05:00,4,المعادي كورنيش,171,29.39,66.61,المعادي
2025-01-01 10:05:00,5,التجمع محور التسعين,145,52.95,50.05,التجمع الخامس
2025-01-01 10:10:00,1,صلاح سالم,166,58.3,42.7,مدينة نصر
2025-01-01 10:10:00,2,الهرم,241,53.26,46.74,الجيزة
2025-01-01 10:10:00,3,كورنيش النيل,142,45.18,58.82,وسط البلد
2025-01-01 10:10:00,4,المعادي كورنيش,193,29.52,70.48,المعادي
2025-01-01 10:10:00,5,التجمع محور التسعين,234,40.51,58.49,التجمع الخامس
2025-01-01 10:15:00,1,صلاح سالم,96,22.44,75.56,مدينة نصر
2025-01-01 10:15:00,2,الهرم,246,48.45,55.55,الجيزة
2025-01-01 10:15:00,3,كورنيش النيل,225,68.41,29.59,وسط البلد
2025-01-01 10:15:00,4,المعادي كورنيش,82,47.88,51.12,المعادي
2025-01-01 10:15:00,5,التجمع محور التسعين,72,22.88,77.12,التجمع الخامس
2025-01-01 10:20:00,1,صلاح سالم,118,73.2,24.8,مدينة نصر
2025-01-01 10:20:00,2,الهرم,187,57.55,46.45,الجيزة
2025-01-01 10:20:00,3,كورنيش النيل,145,71.39,27.61,وسط البلد
2025-01-01 10:20:00,4,المعادي كورنيش,53,56.95,44.05,المعادي
2025-01-01 10:20:00,5,التجمع محور التسعين,51,21.59,76.41,التجمع الخامس
2025-01-01 10:25:00,1,صلاح سالم,201,60.63,36.37,مدينة نصر
2025-01-01 10:25:00,2,الهرم,173,27.71,69.29,الجيزة
2025-01-01 10:25:00,3,كورنيش النيل,220,76.49,20.51,وسط البلد
2025-01-01 10:25:00,4,المعادي كورنيش,114,77.67,26.33,المعادي
2025-01-01 10:25:00,5,التجمع محور التسعين,92,31.75,64.25,التجمع الخامس
2025-01-01 10:30:00,1,صلاح سالم,84,40.19,63.81,مدينة نصر
2025-01-01 10:30:00,2,الهرم,57,43.12,60.88,الجيزة
2025-01-01 10:30:00,3,كورنيش النيل,139,40.44,56.56,وسط البلد
2025-01-01 10:30:00,4,المعادي كورنيش,154,49.76,54.24,المعادي
2025-01-01 10:30:00,5,التجمع محور التسعين,163,57.74,44.26,التجمع الخامس
2025-01-01 10:35:00,1,صلاح سالم,213,45.08,57.92,مدينة نصر
2025-01-01 10:35:00,2,الهرم,213,30.65,72.35,الجيزة
2025-01-01 10:35:00,3,كورنيش النيل,201,68.41,26.59,وسط البلد
2025-01-01 10:35:00,4,المعادي كورنيش,148,44.76,51.24,المعادي
2025-01-01 10:35:00,5,التجمع محور التسعين,145,40.45,58.55,التجمع الخامس
2025-01-01 10:40:00,1,صلاح سالم,61,45.74,55.26,مدينة نصر
2025-01-01 10:40:00,2,الهرم,148,26.19,68.81,الجيزة
2025-01-01 10:40:00,3,كورنيش النيل,162,50.32,52.68,وسط البلد
2025-01-01 10:40:00,4,المعادي كورنيش,135,37.86,59.14,المعادي
2025-01-01 10:40:00,5,التجمع محور التسعين,226,23.21,79.79,التجمع الخامس
2025-01-01 10:45:00,1,صلاح سالم,196,25.48,75.52,مدينة نصر
2025-01-01 10:45:00,2,الهرم,77,77.0,21.0,الجيزة
2025-01-01 10:45:00,3,كورنيش النيل,132,49.58,49.42,وسط البلد
2025-01-01 10:45:00,4,المعادي كورنيش,118,37.59,65.41,المعادي
2025-01-01 10:45:00,5,التجمع محور التسعين,229,60.35,37.65,التجمع الخامس
2025-01-01 10:50:00,1,صلاح سالم,102,67.49,35.51,مدينة نصر
2025-01-01 10:50:00,2,الهرم,88,25.47,78.53,الجيزة
2025-01-01 10:50:00,3,كورنيش النيل,235,23.45,80.55,وسط البلد
2025-01-01 10:50:00,4,المعادي كورنيش,182,64.22,31.78,المعادي
2025-01-01 10:50:00,5,التجمع محور التسعين,125,61.28,42.72,التجمع الخامس
2025-01-01 10:55:00,1,صلاح سالم,194,26.07,74.93,مدينة نصر
2025-01-01 10:55:00,2,الهرم,223,62.06,41.94,الجيزة
2025-01-01 10:55:00,3,كورنيش النيل,186,69.31,34.69,وسط البلد
2025-01-01 10:55:00,4,المعادي كورنيش,243,24.88,74.12,المعادي
2025-01-01 10:55:00,5,التجمع محور التسعين,215,79.2,15.8,التجمع الخامس
2025-01-01 11:00:00,1,صلاح سالم,135,68.77,32.23,مدينة نصر
2025-01-01 11:00:00,2,الهرم,94,65.2,34.8,الجيزة
2025-01-01 11:00:00,3,كورنيش النيل,208,48.9,51.1,وسط البلد
2025-01-01 11:00:00,4,المعادي كورنيش,216,45.45,58.55,المعادي
2025-01-01 11:00:00,5,التجمع محور التسعين,68,26.67,70.33,التجمع الخامس
2025-01-01 11:05:00,1,صلاح سالم,222,20.68,83.32,مدينة نصر
2025-01-01 11:05:00,2,الهرم,197,27.13,75.87,الجيزة
2025-01-01 11:05:00,3,كورنيش النيل,216,64.76,38.24,وسط البلد
2025-01-01 11:05:00,4,المعادي كورنيش,240,48.66,54.34,المعادي
2025-01-01 11:05:00,5,التجمع محور التسعين,105,51.7,47.3,التجمع الخامس
2025-01-01 11:10:00,1,صلاح سالم,183,68.13,30.87,مدينة نصر
2025-01-01 11:10:00,2,الهرم,129,51.66,47.34,الجيزة
2025-01-01 11:10:00,3,كورنيش النيل,213,53.23,44.77,وسط البلد
2025-01-01 11:10:00,4,المعادي كورنيش,234,51.39,51.61,المعادي
2025-01-01 11:10:00,5,التجمع محور التسعين,98,61.74,33.26,التجمع الخامس
2025-01-01 11:15:00,1,صلاح سالم,166,61.82,35.18,مدينة نصر
2025-01-01 11:15:00,2,الهرم,193,64.23,39.77,الجيزة
2025-01-01 11:15:00,3,كورنيش النيل,65,73.42,28.58,وسط البلد
2025-01-01 11:15:00,4,المعادي كورنيش,205,40.14,63.86,المعادي
2025-01-01 11:15:00,5,التجمع محور التسعين,141,58.81,43.19,التجمع الخامس
2025-01-01 11:20:00,1,صلاح سالم,235,33.76,65.24,مدينة نصر
2025-01-01 11:20:00,2,الهرم,90,35.6,64.4,الجيزة
2025-01-01 11:20:00,3,كورنيش النيل,240,52.17,42.83,وسط البلد
2025-01-01 11:20:00,4,المعادي كورنيش,206,27.99,69.01,المعادي
2025-01-01 11:20:00,5,التجمع محور التسعين,183,76.99,22.01,التجمع الخامس
2025-01-01 11:25:00,1,صلاح سالم,96,75.15,28.85,مدينة نصر
2025-01-01 11:25:00,2,الهرم,105,72.6,26.4,الجيزة
2025-01-01 11:25:00,3,كورنيش النيل,168,44.68,55.32,وسط البلد
2025-01-01 11:25:00,4,المعادي كورنيش,114,48.82,46.18,المعادي
2025-01-01 11:25:00,5,التجمع محور التسعين,60,55.65,47.35,التجمع الخامس
2025-01-01 11:30:00,1,صلاح سالم,135,69.75,25.25,مدينة نصر
2025-01-01 11:30:00,2,الهرم,210,48.12,48.88,الجيزة
2025-01-01 11:30:00,3,كورنيش النيل,178,20.82,80.18,وسط البلد
2025-01-01 11:30:00,4,المعادي كورنيش,55,61.5,37.5,المعادي
2025-01-01 11:30:00,5,التجمع محور التسعين,144,64.99,32.01,التجمع الخامس
2025-01-01 11:35:00,1,صلاح سالم,230,55.11,43.89,مدينة نصر
2025-01-01 11:35:00,2,الهرم,214,65.42,31.58,الجيزة
2025-01-01 11:35:00,3,كورنيش النيل,194,34.47,68.53,وسط البلد
2025-01-01 11:35:00,4,المعادي كورنيش,159,35.09,62.91,المعادي
2025-01-01 11:35:00,5,التجمع محور التسعين,239,72.69,29.31,التجمع الخامس
2025-01-01 11:40:00,1,صلاح سالم,81,22.81,79.19,مدينة نصر
2025-01-01 11:40:00,2,الهرم,88,60.29,35.71,الجيزة
2025-01-01 11:40:00,3,كورنيش النيل,231,66.34,29.66,وسط البلد
2025-01-01 11:40:00,4,المعادي كورنيش,61,68.98,30.02,المعادي
2025-01-01 11:40:00,5,التجمع محور التسعين,106,55.4,45.6,التجمع الخامس
2025-01-01 11:45:00,1,صلاح سالم,134,58.36,38.64,مدينة نصر
2025-01-01 11:45:00,2,الهرم,152,28.18,67.82,الجيزة
2025-01-01 11:45:00,3,كورنيش النيل,87,56.49,39.51,وسط البلد
2025-01-01 11:45:00,4,المعادي كورنيش,79,53.29,43.71,المعادي
2025-01-01 11:45:00,5,التجمع محور التسعين,240,63.58,39.42,التجمع الخامس
2025-01-01 11:50:00,1,صلاح سالم,215,47.05,53.95,مدينة نصر
2025-01-01 11:50:00,2,الهرم,155,71.74,27.26,الجيزة
2025-01-01 11:50:00,3,كورنيش النيل,78,28.82,73.18,وسط البلد
2025-01-01 11:50:00,4,المعادي كورنيش,194,49.53,48.47,المعادي
2025-01-01 11:50:00,5,التجمع محور التسعين,118,78.8,20.2,التجمع الخامس
2025-01-01 11:55:00,1,صلاح سالم,243,39.73,57.27,مدينة نصر
2025-01-01 11:55:00,2,الهرم,160,27.73,73.27,الجيزة
2025-01-01 11:55:00,3,كورنيش النيل,129,29.11,70.89,وسط البلد
2025-01-01 11:55:00,4,المعادي كورنيش,193,58.45,43.55,المعادي
2025-01-01 11:55:00,5,التجمع محور التسعين,181,40.74,56.26,التجمع الخامس
2025-01-01 12:00:00,1,صلاح سالم,145,48.44,47.56,مدينة نصر
2025-01-01 12:00:00,2,الهرم,110,31.54,65.46,الجيزة
2025-01-01 12:00:00,3,كورنيش النيل,70,30.14,73.86,وسط البلد
2025-01-01 12:00:00,4,المعادي كورنيش,110,21.91,78.09,المعادي
2025-01-01 12:00:00,5,التجمع محور التسعين,50,52.07,51.93,التجمع الخامس
2025-01-01 12:05:00,1,صلاح سالم,95,41.86,62.14,مدينة نصر
2025-01-01 12:05:00,2,الهرم,94,39.29,64.71,الجيزة
2025-01-01 12:05:00,3,كورنيش النيل,96,57.67,44.33,وسط البلد
2025-01-01 12:05:00,4,المعادي كورنيش,143,29.42,65.58,المعادي
2025-01-01 12:05:00,5,التجمع محور التسعين,75,72.1,29.9,التجمع الخامس
2025-01-01 12:10:00,1,صلاح سالم,162,55.84,42.16,مدينة نصر
2025-01-01 12:10:00,2,الهرم,96,42.23,57.77,الجيزة
2025-01-01 12:10:00,3,كورنيش النيل,63,57.1,43.9,وسط البلد
2025-01-01 12:10:00,4,المعادي كورنيش,127,47.75,56.25,المعادي
2025-01-01 12:10:00,5,التجمع محور التسعين,63,28.86,68.14,التجمع الخامس
2025-01-01 12:15:00,1,صلاح سالم,56,61.23,39.77,مدينة نصر
2025-01-01 12:15:00,2,الهرم,156,51.93,44.07,الجيزة
2025-01-01 12:15:00,3,كورنيش النيل,87,51.96,51.04,وسط البلد
2025-01-01 12:15:00,4,المعادي كورنيش,168,42.64,61.36,المعادي
2025-01-01 12:15:00,5,التجمع محور التسعين,88,39.32,61.68,التجمع الخامس
2025-01-01 12:20:00,1,صلاح سالم,135,39.65,63.35,مدينة نصر
2025-01-01 12:20:00,2,الهرم,194,40.58,62.42,الجيزة
2025-01-01 12:20:00,3,كورنيش النيل,117,41.31,61.69,وسط البلد
2025-01-01 12:20:00,4,المعادي كورنيش,158,48.77,49.23,المعادي
2025-01-01 12:20:00,5,التجمع محور التسعين,160,64.21,37.79,التجمع الخامس
2025-01-01 12:25:00,1,صلاح سالم,217,45.9,51.1,مدينة نصر
2025-01-01 12:25:00,2,الهرم,91,37.03,62.97,الجيزة
2025-01-01 12:25:00,3,كورنيش النيل,229,58.76,37.24,وسط البلد
2025-01-01 12:25:00,4,المعادي كورنيش,236,41.37,58.63,المعادي
2025-01-01 12:25:00,5,التجمع محور التسعين,170,34.23,65.77,التجمع الخامس
2025-01-01 12:30:00,1,صلاح سالم,70,29.17,71.83,مدينة نصر
2025-01-01 12:30:00,2,الهرم,161,29.64,72.36,الجيزة
2025-01-01 12:30:00,3,كورنيش النيل,104,70.54,26.46,وسط البلد
2025-01-01 12:30:00,4,المعادي كورنيش,80,44.62,53.38,المعادي
2025-01-01 12:30:00,5,التجمع محور التسعين,201,26.72,69.28,التجمع الخامس
2025-01-01 12:35:00,1,صلاح سالم,124,71.93,28.07,مدينة نصر
2025-01-01 12:35:00,2,الهرم,167,35.47,66.53,الجيزة
2025-01-01 12:35:00,3,كورنيش النيل,228,69.25,26.75,وسط البلد
2025-01-01 12:35:00,4,المعادي كورنيش,128,52.1,51.9,المعادي
2025-01-01 12:35:00,5,التجمع محور التسعين,228,70.31,28.69,التجمع الخامس
2025-01-01 12:40:00,1,صلاح سالم,119,78.08,19.92,مدينة نصر
2025-01-01 12:40:00,2,الهرم,68,31.97,66.03,الجيزة
2025-01-01 12:40:00,3,كورنيش النيل,162,51.79,43.21,وسط البلد
2025-01-01 12:40:00,4,المعادي كورنيش,139,66.07,33.93,المعادي
2025-01-01 12:40:00,5,التجمع محور التسعين,86,50.37,47.63,التجمع الخامس
2025-01-01 12:45:00,1,صلاح سالم,126,51.96,43.04,مدينة نصر
2025-01-01 12:45:00,2,الهرم,183,40.2,63.8,الجيزة
2025-01-01 12:45:00,3,كورنيش النيل,54,23.8,72.2,وسط البلد
2025-01-01 12:45:00,4,المعادي كورنيش,62,61.07,36.93,المعادي
2025-01-01 12:45:00,5,التجمع محور التسعين,114,28.33,74.67,التجمع الخامس
2025-01-01 12:50:00,1,صلاح سالم,66,27.0,75.0,مدينة نصر
2025-01-01 12:50:00,2,الهرم,87,44.71,50.29,الجيزة
2025-01-01 12:50:00,3,كورنيش النيل,118,69.84,26.16,وسط البلد
2025-01-01 12:50:00,4,المعادي كورنيش,127,75.98,27.02,المعادي
2025-01-01 12:50:00,5,التجمع محور التسعين,211,30.87,66.13,التجمع الخامس
2025-01-01 12:55:00,1,صلاح سالم,50,64.47,35.53,مدينة نصر
2025-01-01 12:55:00,2,الهرم,109,70.51,31.49,الجيزة
2025-01-01 12:55:00,3,كورنيش النيل,60,67.72,29.28,وسط البلد
2025-01-01 12:55:00,4,المعادي كورنيش,214,68.87,35.13,المعادي
2025-01-01 12:55:00,5,التجمع محور التسعين,111,41.53,62.47,التجمع الخامس
2025-01-01 13:00:00,1,صلاح سالم,138,60.98,41.02,مدينة نصر
2025-01-01 13:00:00,2,الهرم,88,62.83,34.17,الجيزة
2025-01-01 13:00:00,3,كورنيش النيل,174,38.08,62.92,وسط البلد
2025-01-01 13:00:00,4,المعادي كورنيش,112,50.16,52.84,المعادي
2025-01-01 13:00:00,5,التجمع محور التسعين,194,73.97,27.03,التجمع الخامس
2025-01-01 13:05:00,1,صلاح سالم,243,52.61,49.39,مدينة نصر
2025-01-01 13:05:00,2,الهرم,153,57.45,39.55,الجيزة
2025-01-01 13:05:00,3,كورنيش النيل,247,76.39,24.61,وسط البلد
2025-01-01 13:05:00,4,المعادي كورنيش,228,40.09,57.91,المعادي
2025-01-01 13:05:00,5,التجمع محور التسعين,64,72.72,22.28,التجمع الخامس
2025-01-01 13:10:00,1,صلاح سالم,204,67.32,32.68,مدينة نصر
2025-01-01 13:10:00,2,الهرم,234,38.7,60.3,الجيزة
2025-01-01 13:10:00,3,كورنيش النيل,204,64.64,33.36,وسط البلد
2025-01-01 13:10:00,4,المعادي كورنيش,135,62.84,36.16,المعادي
2025-01-01 13:10:00,5,التجمع محور التسعين,172,65.28,34.72,التجمع الخامس
2025-01-01 13:15:00,1,صلاح سالم,87,52.19,45.81,مدينة نصر
2025-01-01 13:15:00,2,الهرم,158,27.65,74.35,الجيزة
2025-01-01 13:15:00,3,كورنيش النيل,64,67.84,31.16,وسط البلد
2025-01-01 13:15:00,4,المعادي كورنيش,206,33.76,62.24,المعادي
2025-01-01 13:15:00,5,التجمع محور التسعين,204,58.47,38.53,التجمع الخامس
2025-01-01 13:20:00,1,صلاح سالم,213,52.56,46.44,مدينة نصر
2025-01-01 13:20:00,2,الهرم,197,30.9,73.1,الجيزة
2025-01-01 13:20:00,3,كورنيش النيل,153,55.0,47.0,وسط البلد
2025-01-01 13:20:00,4,المعادي كورنيش,72,47.72,56.28,المعادي
2025-01-01 13:20:00,5,التجمع محور التسعين,190,28.35,67.65,التجمع الخامس
2025-01-01 13:25:00,1,صلاح سالم,160,63.57,34.43,مدينة نصر
2025-01-01 13:25:00,2,الهرم,117,67.41,31.59,الجيزة
2025-01-01 13:25:00,3,كورنيش النيل,121,59.08,35.92,وسط البلد
2025-01-01 13:25:00,4,المعادي كورنيش,141,42.47,60.53,المعادي
2025-01-01 13:25:00,5,التجمع محور التسعين,100,64.19,37.81,التجمع الخامس
2025-01-01 13:30:00,1,صلاح سالم,90,75.53,25.47,مدينة نصر
2025-01-01 13:30:00,2,الهرم,50,26.79,72.21,الجيزة
2025-01-01 13:30:00,3,كورنيش النيل,139,70.33,29.67,وسط البلد
2025-01-01 13:30:00,4,المعادي كورنيش,106,39.93,60.07,المعادي
2025-01-01 13:30:00,5,التجمع محور التسعين,104,33.64,65.36,التجمع الخامس
2025-01-01 13:35:00,1,صلاح سالم,224,23.29,79.71,مدينة نصر
2025-01-01 13:35:00,2,الهرم,229,67.27,36.73,الجيزة
2025-01-01 13:35:00,3,كورنيش النيل,218,26.86,71.14,وسط البلد
2025-01-01 13:35:00,4,المعادي كورنيش,74,71.81,28.19,المعادي
2025-01-01 13:35:00,5,التجمع محور التسعين,179,47.94,48.06,التجمع الخامس
2025-01-01 13:40:00,1,صلاح سالم,140,47.13,49.87,مدينة نصر
2025-01-01 13:40:00,2,الهرم,231,30.58,70.42,الجيزة
2025-01-01 13:40:00,3,كورنيش النيل,229,45.14,56.86,وسط البلد
