timestamp,district,pm25,pm10,co2,no2,aqi
2025-01-01 09:40:00,الجيزة,140.21,117.91,335.12,52.25,115.93
2025-01-01 09:40:00,التجمع الخامس,36.49,130.72,444.75,59.81,69.43
2025-01-01 09:45:00,المعادي,21.31,63.12,447.4,86.04,46.8
2025-01-01 09:45:00,مصر الجديدة,69.87,102.14,514.41,58.3,77.24
2025-01-01 09:45:00,مدينة نصر,58.86,99.84,365.31,87.28,76.84
2025-01-01 09:45:00,الجيزة,36.98,93.21,307.75,27.74,52.0
2025-01-01 09:45:00,التجمع الخامس,121.46,64.2,324.02,47.96,89.58
2025-01-01 09:50:00,المعادي,21.3,44.41,542.29,71.72,38.31
2025-01-01 09:50:00,مصر الجديدة,138.97,175.27,504.95,14.19,124.9
2025-01-01 09:50:00,مدينة نصر,121.77,173.74,539.72,50.68,123.14
2025-01-01 09:50:00,الجيزة,50.28,173.71,518.15,88.46,94.94
2025-01-01 09:50:00,التجمع الخامس,40.24,68.36,363.54,73.4,55.31
2025-01-01 09:55:00,المعادي,44.3,41.33,599.57,11.99,36.95
2025-01-01 09:55:00,مصر الجديدة,128.58,92.11,552.48,54.37,102.8
2025-01-01 09:55:00,مدينة نصر,137.21,187.45,302.73,16.03,128.05
2025-01-01 09:55:00,الجيزة,52.55,143.78,566.48,46.8,78.77
2025-01-01 09:55:00,التجمع الخامس,98.91,62.04,541.49,87.39,85.54
2025-01-01 10:00:00,المعادي,54.92,114.12,325.83,54.73,72.64
2025-01-01 10:00:00,مصر الجديدة,85.36,54.55,432.62,36.73,66.39
2025-01-01 10:00:00,مدينة نصر,87.84,129.56,302.55,70.88,96.96
2025-01-01 10:00:00,الجيزة,112.69,92.27,315.88,70.39,98.11
2025-01-01 10:00:00,التجمع الخامس,144.17,70.83,397.06,24.71,98.28
2025-01-01 10:05:00,المعادي,95.0,56.32,406.86,65.76,77.55
2025-01-01 10:05:00,مصر الجديدة,92.82,95.7,426.07,54.97,86.11
2025-01-01 10:05:00,مدينة نصر,20.76,43.35,564.38,16.23,26.63
2025-01-01 10:05:00,الجيزة,111.88,186.41,381.21,39.64,119.79
2025-01-01 10:05:00,التجمع الخامس,93.96,179.89,582.57,69.17,114.78
2025-01-01 10:10:00,المعادي,31.26,143.76,423.09,47.66,68.29
2025-01-01 10:10:00,مصر الجديدة,26.39,62.48,537.15,46.32,41.2
2025-01-01 10:10:00,مدينة نصر,59.22,95.28,556.32,69.92,72.18
2025-01-01 10:10:00,الجيزة,55.4,49.98,375.6,83.66,59.43
2025-01-01 10:10:00,التجمع الخامس,95.61,120.69,478.92,39.28,91.87
2025-01-01 10:15:00,المعادي,124.92,118.96,335.02,20.33,102.21
2025-01-01 10:15:00,مصر الجديدة,89.79,189.22,392.51,79.56,117.57
2025-01-01 10:15:00,مدينة نصر,119.33,72.13,310.9,18.15,84.93
2025-01-01 10:15:00,الجيزة,114.7,63.94,411.38,50.14,86.56
2025-01-01 10:15:00,التجمع الخامس,114.31,49.25,421.91,48.81,81.69
2025-01-01 10:20:00,المعادي,90.31,169.12,351.5,74.63,110.82
2025-01-01 10:20:00,مصر الجديدة,110.07,124.5,509.86,42.96,100.98
2025-01-01 10:20:00,مدينة نصر,37.99,143.18,457.4,61.15,74.18
2025-01-01 10:20:00,الجيزة,63.94,184.17,476.21,16.83,90.59
2025-01-01 10:20:00,التجمع الخامس,78.47,158.58,538.24,49.57,96.72
2025-01-01 10:25:00,المعادي,136.32,75.5,423.18,81.89,107.19
2025-01-01 10:25:00,مصر الجديدة,136.51,146.57,557.69,17.1,115.65
2025-01-01 10:25:00,مدينة نصر,132.45,84.51,353.5,29.15,97.41
2025-01-01 10:25:00,الجيزة,74.34,72.7,396.17,20.8,63.14
2025-01-01 10:25:00,التجمع الخامس,58.5,127.29,432.56,37.74,74.99
2025-01-01 10:30:00,المعادي,117.04,181.9,527.04,36.56,120.4
2025-01-01 10:30:00,مصر الجديدة,116.78,55.84,339.1,37.65,82.67
2025-01-01 10:30:00,مدينة نصر,125.0,71.88,318.98,20.54,88.17
2025-01-01 10:30:00,الجيزة,131.64,137.74,375.96,54.42,118.03
2025-01-01 10:30:00,التجمع الخامس,88.59,141.42,369.96,79.15,102.55
2025-01-01 10:35:00,المعادي,60.22,148.0,304.84,39.81,82.47
2025-01-01 10:35:00,مصر الجديدة,65.72,122.39,321.82,73.21,84.22
2025-01-01 10:35:00,مدينة نصر,48.31,145.1,540.96,54.95,78.67
2025-01-01 10:35:00,الجيزة,116.31,142.52,406.66,74.71,115.85
2025-01-01 10:35:00,التجمع الخامس,58.31,127.11,523.62,40.32,75.35
2025-01-01 10:40:00,المعادي,59.36,108.09,545.39,84.39,78.99
2025-01-01 10:40:00,مصر الجديدة,90.86,142.45,570.98,17.88,91.74
2025-01-01 10:40:00,مدينة نصر,50.17,150.51,547.12,78.56,85.95
2025-01-01 10:40:00,الجيزة,73.96,45.19,431.33,28.46,56.23
2025-01-01 10:40:00,التجمع الخامس,57.86,161.29,322.66,76.21,92.55
2025-01-01 10:45:00,المعادي,75.6,131.33,326.9,36.99,84.6
2025-01-01 10:45:00,مصر الجديدة,31.66,193.46,542.18,46.77,83.22
2025-01-01 10:45:00,مدينة نصر,49.07,188.69,403.38,22.88,85.72
2025-01-01 10:45:00,الجيزة,93.21,190.44,301.15,29.05,109.55
2025-01-01 10:45:00,التجمع الخامس,142.0,59.08,333.97,55.61,99.85
2025-01-01 10:50:00,المعادي,132.04,111.11,598.37,64.33,112.22
2025-01-01 10:50:00,مصر الجديدة,29.63,198.78,422.37,32.99,81.05
2025-01-01 10:50:00,مدينة نصر,92.52,81.73,325.94,10.11,72.8
2025-01-01 10:50:00,الجيزة,78.45,172.27,471.69,89.94,108.89
2025-01-01 10:50:00,التجمع الخامس,57.29,77.68,347.92,23.13,56.57
2025-01-01 10:55:00,المعادي,57.07,164.78,571.73,88.01,95.57
2025-01-01 10:55:00,مصر الجديدة,50.2,179.82,398.48,19.03,82.85
2025-01-01 10:55:00,مدينة نصر,133.1,138.14,349.42,44.39,116.87
2025-01-01 10:55:00,الجيزة,57.34,155.26,436.02,89.14,93.08
2025-01-01 10:55:00,التجمع الخامس,27.12,90.35,444.57,50.25,50.71
2025-01-01 11:00:00,المعادي,61.07,153.97,562.42,85.1,93.75
2025-01-01 11:00:00,مصر الجديدة,124.66,174.6,465.16,76.07,129.92
2025-01-01 11:00:00,مدينة نصر,59.46,97.74,395.07,47.39,68.53
2025-01-01 11:00:00,الجيزة,57.13,193.47,393.85,17.84,90.17
2025-01-01 11:00:00,التجمع الخامس,88.49,39.71,333.16,27.55,61.67
2025-01-01 11:05:00,المعادي,80.37,103.65,539.91,69.16,85.11
2025-01-01 11:05:00,مصر الجديدة,75.42,86.73,394.94,71.92,78.11
2025-01-01 11:05:00,مدينة نصر,26.77,32.18,538.66,48.17,32.67
2025-01-01 11:05:00,الجيزة,37.01,70.05,579.75,78.76,55.27
2025-01-01 11:05:00,التجمع الخامس,112.27,111.98,456.1,88.02,107.33
2025-01-01 11:10:00,المعادي,145.55,66.6,543.33,25.78,97.91
2025-01-01 11:10:00,مصر الجديدة,47.76,144.94,421.5,84.52,84.27
2025-01-01 11:10:00,مدينة نصر,31.57,116.96,575.56,82.33,67.34
2025-01-01 11:10:00,الجيزة,40.35,92.33,485.74,22.75,52.42
2025-01-01 11:10:00,التجمع الخامس,145.84,185.51,350.09,19.69,132.51
2025-01-01 11:15:00,المعادي,31.1,184.61,358.09,43.3,79.59
2025-01-01 11:15:00,مصر الجديدة,78.35,131.83,321.52,28.14,84.35
2025-01-01 11:15:00,مدينة نصر,141.09,184.43,534.39,11.55,128.19
2025-01-01 11:15:00,الجيزة,62.51,136.75,382.56,82.77,88.83
2025-01-01 11:15:00,التجمع الخامس,102.41,42.22,572.7,86.62,81.19
2025-01-01 11:20:00,المعادي,30.1,120.5,391.01,41.43,59.49
2025-01-01 11:20:00,مصر الجديدة,43.35,128.27,587.39,50.25,70.21
2025-01-01 11:20:00,مدينة نصر,30.78,135.4,402.07,78.47,71.7
2025-01-01 11:20:00,الجيزة,76.51,62.78,357.33,71.5,71.39
2025-01-01 11:20:00,التجمع الخامس,54.53,160.43,361.77,35.73,82.54
2025-01-01 11:25:00,المعادي,80.51,190.34,579.52,26.55,102.67
2025-01-01 11:25:00,مصر الجديدة,66.57,55.4,453.0,46.85,59.27
2025-01-01 11:25:00,مدينة نصر,137.1,188.1,415.07,49.34,134.85
2025-01-01 11:25:00,الجيزة,136.51,167.14,301.1,35.6,125.52
2025-01-01 11:25:00,التجمع الخامس,74.83,69.05,359.87,13.02,60.74
2025-01-01 11:30:00,المعادي,103.64,74.63,315.7,28.48,79.9
2025-01-01 11:30:00,مصر الجديدة,124.25,174.75,444.92,43.29,123.21
2025-01-01 11:30:00,مدينة نصر,147.12,64.1,364.61,33.35,99.46
2025-01-01 11:30:00,الجيزة,42.46,94.49,573.25,59.23,61.42
2025-01-01 11:30:00,التجمع الخامس,73.55,188.85,314.54,26.82,98.8
2025-01-01 11:35:00,المعادي,93.57,134.64,311.87,42.24,95.62
2025-01-01 11:35:00,مصر الجديدة,104.39,148.67,491.44,35.65,103.93
2025-01-01 11:35:00,مدينة نصر,32.16,102.61,338.63,85.81,64.02
2025-01-01 11:35:00,الجيزة,81.77,83.93,529.89,49.84,76.03
2025-01-01 11:35:00,التجمع الخامس,60.3,168.03,560.15,63.84,93.33
2025-01-01 11:40:00,المعادي,26.11,126.27,528.99,20.92,55.12
2025-01-01 11:40:00,مصر الجديدة,49.73,180.02,306.04,70.22,92.91
2025-01-01 11:40:00,مدينة نصر,81.59,105.95,302.13,75.55,87.69
2025-01-01 11:40:00,الجيزة,66.78,121.93,503.19,66.21,83.21
2025-01-01 11:40:00,التجمع الخامس,144.28,120.33,419.92,86.3,125.5
2025-01-01 11:45:00,المعادي,103.47,80.69,337.94,77.4,91.42
2025-01-01 11:45:00,مصر الجديدة,67.08,142.28,441.24,25.91,81.41
2025-01-01 11:45:00,مدينة نصر,98.22,40.32,424.0,53.73,71.95
2025-01-01 11:45:00,الجيزة,76.69,157.27,548.38,71.7,99.87
2025-01-01 11:45:00,التجمع الخامس,25.05,63.0,460.98,84.79,48.38
2025-01-01 11:50:00,المعادي,128.54,173.23,390.96,44.36,125.11
2025-01-01 11:50:00,مصر الجديدة,81.19,56.75,309.32,85.75,74.77
2025-01-01 11:50:00,مدينة نصر,51.29,70.79,325.01,84.28,63.74
2025-01-01 11:50:00,الجيزة,95.37,143.4,573.47,37.65,98.23
2025-01-01 11:50:00,التجمع الخامس,100.8,36.6,356.03,76.5,76.68
2025-01-01 11:55:00,المعادي,119.68,89.61,413.04,52.68,97.26
2025-01-01 11:55:00,مصر الجديدة,20.03,71.01,362.47,30.04,37.33
2025-01-01 11:55:00,مدينة نصر,124.77,77.54,357.46,50.34,95.72
2025-01-01 11:55:00,الجيزة,132.53,71.03,323.56,38.51,95.28
2025-01-01 11:55:00,التجمع الخامس,117.19,123.62,545.04,86.77,113.04
2025-01-01 12:00:00,المعادي,123.05,132.65,448.0,13.21,103.96
2025-01-01 12:00:00,مصر الجديدة,147.96,95.19,345.67,63.34,115.21
2025-01-01 12:00:00,مدينة نصر,56.96,129.58,476.03,45.66,76.49
2025-01-01 12:00:00,الجيزة,128.7,75.04,434.59,53.02,97.46
2025-01-01 12:00:00,التجمع الخامس,106.27,163.28,418.44,61.68,114.45
2025-01-01 12:05:00,المعادي,39.58,188.55,414.92,68.36,90.03
2025-01-01 12:05:00,مصر الجديدة,22.64,64.88,446.12,80.26,46.84
2025-01-01 12:05:00,مدينة نصر,88.54,188.08,445.14,49.24,110.54
2025-01-01 12:05:00,الجيزة,35.57,166.45,374.09,81.97,84.11
2025-01-01 12:05:00,التجمع الخامس,138.41,190.36,456.07,64.17,139.15
2025-01-01 12:10:00,المعادي,121.21,52.27,480.29,12.74,78.83
2025-01-01 12:10:00,مصر الجديدة,84.68,56.32,354.88,39.2,67.08
2025-01-01 12:10:00,مدينة نصر,76.22,135.94,322.33,50.3,88.95
2025-01-01 12:10:00,الجيزة,43.74,127.58,491.22,54.54,71.05
2025-01-01 12:10:00,التجمع الخامس,115.98,87.05,529.53,44.62,93.03
2025-01-01 12:15:00,المعادي,82.94,140.18,305.51,62.32,95.99
2025-01-01 12:15:00,مصر الجديدة,100.42,82.67,325.74,17.27,78.47
2025-01-01 12:15:00,مدينة نصر,140.02,147.18,338.13,38.54,121.87
2025-01-01 12:15:00,الجيزة,97.02,172.05,313.1,28.93,105.91
2025-01-01 12:15:00,التجمع الخامس,135.67,31.56,360.42,86.72,94.65
2025-01-01 12:20:00,المعادي,99.74,74.48,320.1,12.26,74.67
2025-01-01 12:20:00,مصر الجديدة,51.82,179.85,424.77,67.63,93.39
2025-01-01 12:20:00,مدينة نصر,139.38,99.37,357.38,51.37,109.77
2025-01-01 12:20:00,الجيزة,138.05,166.74,319.75,65.41,132.13
2025-01-01 12:20:00,التجمع الخامس,94.35,184.27,336.74,52.72,113.0
2025-01-01 12:25:00,المعادي,134.33,99.7,444.6,15.64,100.2
2025-01-01 12:25:00,مصر الجديدة,56.16,85.17,583.54,32.61,60.15
2025-01-01 12:25:00,مدينة نصر,79.91,144.12,348.66,48.92,92.98
2025-01-01 12:25:00,الجيزة,116.01,177.37,487.88,63.52,123.92
2025-01-01 12:25:00,التجمع الخامس,36.42,190.78,339.77,71.97,89.84
2025-01-01 12:30:00,المعادي,54.43,188.71,515.99,70.31,97.89
2025-01-01 12:30:00,مصر الجديدة,48.48,105.32,485.34,71.6,70.15
2025-01-01 12:30:00,مدينة نصر,33.51,193.6,567.07,31.63,81.16
2025-01-01 12:30:00,الجيزة,126.96,118.12,438.54,35.15,105.94
2025-01-01 12:30:00,التجمع الخامس,95.53,154.08,423.28,60.34,106.05
2025-01-01 12:35:00,المعادي,110.91,150.89,315.59,78.78,116.48
2025-01-01 12:35:00,مصر الجديدة,79.57,74.61,372.53,48.64,71.9
2025-01-01 12:35:00,مدينة نصر,135.29,94.32,524.92,17.75,99.49
2025-01-01 12:35:00,الجيزة,81.89,198.59,531.13,26.84,105.89
2025-01-01 12:35:00,التجمع الخامس,85.19,69.72,422.87,72.41,77.99
2025-01-01 12:40:00,المعادي,120.26,68.78,576.67,57.41,92.24
2025-01-01 12:40:00,مصر الجديدة,69.39,115.33,481.52,54.79,80.25
2025-01-01 12:40:00,مدينة نصر,83.23,115.84,352.92,75.02,91.37
2025-01-01 12:40:00,الجيزة,90.43,52.28,529.85,84.6,77.82
2025-01-01 12:40:00,التجمع الخامس,143.15,92.73,340.66,51.47,109.69
2025-01-01 12:45:00,المعادي,34.64,188.78,355.07,30.22,80.0
2025-01-01 12:45:00,مصر الجديدة,72.86,95.14,538.4,46.51,74.27
2025-01-01 12:45:00,مدينة نصر,42.2,75.43,452.73,21.8,48.09
2025-01-01 12:45:00,الجيزة,99.52,126.18,514.41,85.02,104.61
2025-01-01 12:45:00,التجمع الخامس,138.59,190.83,373.41,20.53,130.65
2025-01-01 12:50:00,المعادي,59.3,182.16,591.62,78.75,100.05
2025-01-01 12:50:00,مصر الجديدة,34.3,191.06,427.01,10.74,76.62
2025-01-01 12:50:00,مدينة نصر,77.51,37.83,463.16,37.08,57.52
2025-01-01 12:50:00,الجيزة,81.55,134.24,560.64,62.95,93.64
2025-01-01 12:50:00,التجمع الخامس,76.43,169.3,571.67,19.58,92.92
2025-01-01 12:55:00,المعادي,89.15,78.37,314.12,63.48,80.78
2025-01-01 12:55:00,مصر الجديدة,132.16,57.69,543.72,78.27,99.04
2025-01-01 12:55:00,مدينة نصر,138.86,75.1,571.19,35.65,99.09
2025-01-01 12:55:00,الجيزة,91.8,38.59,313.16,67.63,71.0
2025-01-01 12:55:00,التجمع الخامس,77.78,73.57,357.12,63.6,73.68
2025-01-01 13:00:00,المعادي,20.05,167.0,323.77,25.32,65.19
2025-01-01 13:00:00,مصر الجديدة,70.21,112.43,406.5,35.66,75.96
2025-01-01 13:00:00,مدينة نصر,145.31,139.07,307.03,44.41,123.26
2025-01-01 13:00:00,الجيزة,133.75,81.25,328.37,70.67,105.38
2025-01-01 13:00:00,التجمع الخامس,98.78,126.95,316.07,21.24,91.72
2025-01-01 13:05:00,المعادي,100.93,65.33,451.22,53.59,80.78
2025-01-01 13:05:00,مصر الجديدة,56.86,191.23,552.74,67.79,99.36
2025-01-01 13:05:00,مدينة نصر,30.14,48.04,447.83,22.86,34.05
2025-01-01 13:05:00,الجيزة,147.17,56.95,446.24,39.13,98.5
2025-01-01 13:05:00,التجمع الخامس,103.12,51.94,429.09,31.98,73.54
2025-01-01 13:10:00,المعادي,135.41,36.9,574.12,76.64,94.1
2025-01-01 13:10:00,مصر الجديدة,58.68,164.18,309.36,87.35,96.07
2025-01-01 13:10:00,مدينة نصر,88.46,81.56,408.77,15.31,71.76
2025-01-01 13:10:00,الجيزة,148.62,36.68,496.47,45.42,94.4
2025-01-01 13:10:00,التجمع الخامس,143.36,71.82,459.63,48.59,102.94
2025-01-01 13:15:00,المعادي,111.37,41.56,358.14,27.17,73.59
2025-01-01 13:15:00,مصر الجديدة,115.96,62.15,472.05,27.22,82.07
2025-01-01 13:15:00,مدينة نصر,132.01,190.17,455.55,38.18,130.69
2025-01-01 13:15:00,الجيزة,50.43,38.46,380.55,62.34,49.22
2025-01-01 13:15:00,التجمع الخامس,89.37,190.49,418.88,65.51,114.93
2025-01-01 13:20:00,المعادي,83.61,117.14,380.33,46.4,86.23
2025-01-01 13:20:00,مصر الجديدة,81.2,150.13,582.19,36.35,92.91
2025-01-01 13:20:00,مدينة نصر,25.49,114.37,463.34,23.48,51.75
2025-01-01 13:20:00,الجيزة,118.86,197.44,583.73,25.77,123.82
2025-01-01 13:20:00,التجمع الخامس,133.8,149.76,436.15,53.25,122.48
2025-01-01 13:25:00,المعادي,130.45,111.62,411.96,49.46,108.6
2025-01-01 13:25:00,مصر الجديدة,95.29,62.14,570.27,63.93,79.07
2025-01-01 13:25:00,مدينة نصر,102.32,46.91,481.25,19.68,69.17
2025-01-01 13:25:00,الجيزة,30.23,119.64,420.84,57.1,62.43
2025-01-01 13:25:00,التجمع الخامس,31.6,103.27,352.44,88.97,64.57
2025-01-01 13:30:00,المعادي,92.95,146.86,397.63,17.58,94.05
2025-01-01 13:30:00,مصر الجديدة,146.86,78.66,427.14,61.99,109.43
2025-01-01 13:30:00,مدينة نصر,23.21,167.74,460.97,32.26,68.38
2025-01-01 13:30:00,الجيزة,28.01,57.62,568.51,64.88,44.27
2025-01-01 13:30:00,التجمع الخامس,52.49,41.15,507.18,55.79,49.75
2025-01-01 13:35:00,المعادي,72.59,91.81,365.04,63.57,76.55
2025-01-01 13:35:00,مصر الجديدة,146.19,59.87,479.13,43.93,99.84
2025-01-01 13:35:00,مدينة نصر,78.07,73.21,547.54,48.82,70.76
2025-01-01 13:35:00,الجيزة,90.64,81.81,354.54,16.87,73.24
2025-01-01 13:35:00,التجمع الخامس,112.84,63.36,507.02,41.23,83.67
2025-01-01 13:40:00,المعادي,74.05,109.76,410.31,18.05,73.56
2025-01-01 13:40:00,مصر الجديدة,60.25,142.83,499.74,32.9,79.56
2025-01-01 13:40:00,مدينة نصر,79.81,62.89,363.11,11.84,61.14
2025-01-01 13:40:00,الجيزة,136.58,65.82,368.26,32.37,94.51
2025-01-01 13:40:00,التجمع الخامس,36.56,138.67,322.54,20.74,64.03
