timestamp,district,pm2_5,pm10,no2,co,aqi,lat,lon
2025-11-14T19:52:04.779137,مدينة نصر,131.39,219.29,83.67,0.45,148.22,30.066321,31.330057
2025-11-14T19:52:05.780181,مدينة نصر,120.91,198.09,50.07,0.81,129.9,30.067729,31.329768
2025-11-14T19:52:06.781417,التجمع الخامس,134.66,212.23,91.18,1.13,149.23,30.020518,31.498409
2025-11-14T19:52:07.783130,الجيزة,108.61,176.58,64.7,0.83,120.22,29.972965,31.126171
2025-11-14T19:52:08.784600,المعادي,80.73,124.93,29.76,0.98,83.79,29.975489,31.255671
2025-11-14T19:52:09.785612,التجمع الخامس,139.85,221.76,85.69,1.06,153.59,30.020213,31.498795
2025-11-14T19:52:10.786822,التجمع الخامس,92.88,144.69,43.36,0.75,98.52,30.02135,31.499429
2025-11-14T19:52:11.788166,الجيزة,81.62,139.22,79.01,0.56,98.38,29.972894,31.12524
2025-11-14T19:52:12.790085,التجمع الخامس,69.49,118.46,51.14,0.34,80.51,30.021295,31.499269
2025-11-14T19:52:13.791648,التجمع الخامس,35.65,59.78,86.84,0.37,53.13,30.020742,31.499324
2025-11-14T19:52:14.793343,المعادي,93.96,158.9,40.52,1.15,102.75,29.974342,31.255765
2025-11-14T19:52:15.794894,المعادي,135.91,214.37,66.21,1.08,145.51,29.975568,31.255663
2025-11-14T19:52:16.796167,المعادي,87.64,137.02,43.07,0.34,93.54,29.975147,31.254225
2025-11-14T19:52:17.797766,الجيزة,59.59,94.2,87.6,0.51,75.57,29.972313,31.126114
2025-11-14T19:52:18.799236,المعادي,119.58,175.57,77.55,1.14,127.97,29.975456,31.254253
2025-11-14T19:52:19.801009,الجيزة,45.27,72.17,92.65,0.96,62.82,29.972209,31.126675
2025-11-14T19:52:20.802574,مدينة نصر,56.87,83.99,73.26,1.01,68.28,30.066568,31.330522
2025-11-14T19:52:21.803614,وسط البلد,116.9,192.65,44.88,0.92,125.22,30.04563,31.235556
2025-11-14T19:52:22.804922,وسط البلد,129.2,209.96,97.51,0.43,147.09,30.045769,31.235647
2025-11-14T19:52:23.806285,المعادي,112.65,179.9,78.02,0.54,125.9,29.97525,31.255583
2025-11-14T19:52:24.807660,وسط البلد,131.88,206.42,50.06,0.35,137.88,30.046552,31.234563
2025-11-14T19:52:25.809191,المعادي,55.16,80.83,43.86,0.51,60.6,29.975596,31.254655
2025-11-14T19:52:26.810719,المعادي,61.56,105.07,33.83,0.93,69.07,29.974761,31.254249
2025-11-14T19:52:27.812338,وسط البلد,70.66,109.87,76.35,0.72,83.56,30.04617,31.23553
2025-11-14T19:52:28.813995,الجيزة,121.17,189.88,54.73,0.99,128.5,29.972847,31.126281
2025-11-14T19:52:29.815206,مدينة نصر,82.66,125.24,84.41,0.99,95.78,30.067223,31.330024
2025-11-14T19:52:30.816646,المعادي,90.65,153.09,38.87,0.88,99.03,29.974354,31.254848
2025-11-14T19:52:31.818029,مدينة نصر,100.52,165.03,57.72,0.61,111.32,30.066431,31.329598
2025-11-14T19:52:32.819513,التجمع الخامس,97.89,151.1,79.29,1.16,110.13,30.020278,31.498596
2025-11-14T19:52:33.820830,وسط البلد,83.25,131.33,89.54,0.69,98.93,30.046028,31.235271
2025-11-14T19:52:34.821858,وسط البلد,126.74,211.17,76.1,0.56,141.94,30.046403,31.234841
2025-11-14T19:52:35.822876,وسط البلد,45.08,66.2,95.52,0.31,61.5,30.045686,31.235121
2025-11-14T19:52:36.824048,مدينة نصر,51.37,72.27,34.1,0.41,54.19,30.067223,31.329577
2025-11-14T19:52:37.825769,وسط البلد,56.67,85.84,57.82,0.58,65.65,30.045897,31.234496
2025-11-14T19:52:38.827576,الجيزة,62.07,99.02,91.94,0.95,79.13,29.973248,31.125502
2025-11-14T19:52:39.829232,وسط البلد,110.93,178.39,73.46,0.81,123.68,30.046614,31.234936
2025-11-14T19:52:40.830513,الجيزة,116.35,189.35,49.06,0.46,124.79,29.973713,31.125203
2025-11-14T19:52:41.831560,التجمع الخامس,104.23,172.85,74.65,0.83,118.9,30.021537,31.498232
2025-11-14T19:52:42.834070,التجمع الخامس,38.98,71.15,66.42,0.82,54.12,30.0214,31.498488
2025-11-14T19:52:43.835297,وسط البلد,57.46,99.74,43.47,1.09,67.34,30.045909,31.234762
2025-11-14T19:52:44.836346,مدينة نصر,103.83,166.75,65.51,1.1,115.04,30.067741,31.330184
2025-11-14T19:52:45.837888,المعادي,72.56,117.2,100.7,1.04,91.58,29.975732,31.255105
2025-11-14T19:52:46.839397,وسط البلد,54.22,82.23,22.85,0.98,56.35,30.046024,31.235059
2025-11-14T19:52:47.840689,مدينة نصر,92.51,152.76,94.93,1.04,111.07,30.066236,31.330724
2025-11-14T19:52:48.842105,وسط البلد,70.02,109.77,89.44,0.46,85.83,30.04525,31.235015
2025-11-14T19:52:49.843407,المعادي,38.74,72.19,43.2,0.3,49.67,29.975221,31.255432
2025-11-14T19:52:50.844877,وسط البلد,114.81,178.34,93.47,1.15,129.6,30.046117,31.234476
2025-11-14T19:52:51.846162,وسط البلد,91.4,148.5,90.39,0.89,108.33,30.045245,31.234409
2025-11-14T19:52:52.847340,مدينة نصر,67.26,101.64,82.61,0.32,80.64,30.066509,31.329807
2025-11-14T19:52:53.848201,المعادي,41.58,59.17,42.59,1.11,47.06,29.975558,31.254817
2025-11-14T19:52:54.849484,المعادي,77.99,135.64,47.87,0.49,89.26,29.974594,31.254326
2025-11-14T19:52:55.850968,الجيزة,64.28,101.37,72.6,1.05,77.07,29.973255,31.125373
2025-11-14T19:52:56.851961,مدينة نصر,59.43,95.44,95.14,1.02,77.37,30.06756,31.329679
2025-11-14T19:52:57.853358,المعادي,48.33,65.14,54.32,0.8,54.57,29.974828,31.254594
2025-11-14T19:52:58.854827,الجيزة,49.13,72.82,68.75,0.9,60.16,29.973499,31.125981
2025-11-14T19:52:59.856181,مدينة نصر,101.49,163.8,81.58,0.68,116.2,30.066596,31.330576
2025-11-14T19:53:00.857166,التجمع الخامس,91.48,149.47,52.97,0.96,101.17,30.021381,31.499516
2025-11-14T19:53:01.858810,الجيزة,112.41,177.53,79.93,0.82,125.45,29.973325,31.125661
2025-11-14T19:53:02.860266,التجمع الخامس,89.04,145.27,48.15,1.12,97.73,30.021383,31.499485
2025-11-14T19:53:03.861473,وسط البلد,84.73,130.46,45.83,1.02,90.67,30.045363,31.234818
2025-11-14T19:53:04.862521,مدينة نصر,83.48,130.93,36.31,0.61,88.28,30.066456,31.330671
2025-11-14T19:53:05.864144,الجيزة,44.81,67.18,55.34,0.74,53.63,29.972302,31.125307
2025-11-14T19:53:06.866061,الجيزة,89.66,145.0,35.87,0.58,95.5,29.973071,31.126227
2025-11-14T19:53:07.867503,وسط البلد,53.59,89.28,37.08,1.16,60.99,30.046415,31.234757
2025-11-14T19:53:08.868935,المعادي,82.75,131.76,72.04,0.54,95.31,29.974939,31.254236
2025-11-14T19:53:09.870386,التجمع الخامس,62.89,104.67,58.63,1.15,74.57,30.020377,31.499504
2025-11-14T19:53:10.872095,التجمع الخامس,80.07,134.23,54.24,1.12,91.15,30.020916,31.498736
2025-11-14T19:53:11.873314,مدينة نصر,105.58,163.06,31.31,0.43,107.97,30.067179,31.329851
2025-11-14T19:53:12.874737,مدينة نصر,84.52,123.29,63.92,0.67,92.03,30.066937,31.32948
2025-11-14T19:53:13.876177,المعادي,119.86,190.95,36.2,0.99,124.46,29.974716,31.255597
2025-11-14T19:53:14.877135,وسط البلد,43.54,68.92,39.59,0.84,50.36,30.046239,31.234503
2025-11-14T19:53:15.878622,الجيزة,72.52,116.65,108.75,1.1,93.01,29.972429,31.125378
2025-11-14T19:53:16.879734,التجمع الخامس,126.12,206.46,41.18,0.89,133.23,30.020248,31.499528
2025-11-14T19:53:17.881213,التجمع الخامس,92.32,146.31,77.48,0.8,105.55,30.020745,31.499247
2025-11-14T19:53:18.882571,المعادي,75.04,107.6,29.61,0.53,75.72,29.974768,31.255009
2025-11-14T19:53:19.883875,المعادي,80.79,117.3,82.26,0.99,92.04,29.975339,31.255725
2025-11-14T19:53:20.885832,المعادي,60.08,108.35,44.48,0.66,71.44,29.974263,31.254509
2025-11-14T19:53:21.886919,المعادي,141.31,226.51,48.59,0.82,148.32,29.97455,31.255555
2025-11-14T19:53:22.888533,مدينة نصر,77.41,149.56,73.4,0.79,98.25,30.067031,31.33036
2025-11-14T19:53:23.890090,الجيزة,96.56,160.06,88.75,0.97,114.05,29.972967,31.125471
2025-11-14T19:53:24.891592,التجمع الخامس,131.21,203.11,40.33,1.19,134.6,30.021496,31.499358
2025-11-14T19:53:25.892692,الجيزة,123.62,210.43,60.78,0.79,137.09,29.972454,31.126652
2025-11-14T19:53:26.894545,المعادي,64.82,100.17,60.26,0.62,74.51,29.97432,31.255012
2025-11-14T19:53:27.896058,المعادي,91.14,147.78,33.32,1.17,96.57,29.974278,31.255644
2025-11-14T19:53:28.897875,المعادي,41.38,64.71,65.11,0.97,53.12,29.974368,31.25432
2025-11-14T19:53:29.899389,التجمع الخامس,103.19,172.55,52.18,0.43,113.8,30.021198,31.498288
2025-11-14T19:53:30.900741,المعادي,57.88,93.49,68.92,0.37,70.77,29.975547,31.254968
2025-11-14T19:53:31.902365,المعادي,65.2,111.7,56.33,0.82,77.38,29.975095,31.254245
2025-11-14T19:53:32.903653,وسط البلد,45.97,67.45,48.0,0.78,52.82,30.045505,31.23497
2025-11-14T19:53:33.905375,الجيزة,58.88,100.03,59.9,0.65,71.43,29.972301,31.125792
2025-11-14T19:53:34.907119,المعادي,71.14,117.21,83.1,0.44,87.35,29.975261,31.254458
2025-11-14T19:53:35.908719,الجيزة,53.09,80.39,67.79,0.33,64.22,29.972987,31.125607
2025-11-14T19:53:36.909857,وسط البلد,124.48,191.61,44.46,0.6,128.61,30.046222,31.234366
2025-11-14T19:53:37.911583,المعادي,62.49,100.73,93.14,0.81,80.09,29.97431,31.255778
2025-11-14T19:53:38.913051,التجمع الخامس,121.74,192.48,79.68,0.55,134.55,30.021781,31.4989
2025-11-14T19:53:39.914825,الجيزة,25.26,42.48,63.96,1.15,38.17,29.973248,31.126421
2025-11-14T19:53:40.916180,وسط البلد,121.1,191.56,96.9,1.05,137.4,30.046342,31.235118
2025-11-14T19:53:41.917662,المعادي,128.83,210.02,96.3,0.44,146.68,29.974877,31.255181
2025-11-14T19:53:42.919341,التجمع الخامس,139.37,224.08,53.67,0.57,147.64,30.020288,31.498291
2025-11-14T19:53:43.920940,التجمع الخامس,122.06,189.4,38.51,0.66,125.55,30.020243,31.49951
2025-11-14T19:53:44.922837,التجمع الخامس,71.0,121.18,70.3,0.45,85.91,30.021138,31.498784
2025-11-14T19:53:45.924317,التجمع الخامس,90.62,150.56,84.14,0.88,107.31,30.021688,31.499437
2025-11-14T19:53:46.925730,التجمع الخامس,76.84,123.21,17.12,1.06,78.8,30.02075,31.499325
2025-11-14T19:53:47.927357,المعادي,108.46,175.75,52.96,0.32,117.55,29.974592,31.255251
2025-11-14T19:53:48.928791,المعادي,70.55,119.21,40.2,0.69,79.08,29.974989,31.254575
2025-11-14T19:53:49.930016,التجمع الخامس,66.07,107.37,81.79,0.58,81.6,30.020867,31.499087
2025-11-14T19:53:50.931242,الجيزة,109.38,183.25,69.95,0.94,123.66,29.973163,31.126324
2025-11-14T19:53:51.932287,وسط البلد,112.66,183.02,87.88,0.96,128.81,30.045721,31.235425
2025-11-14T19:53:52.933716,الجيزة,58.61,83.76,47.68,0.78,63.97,29.972484,31.126209
2025-11-14T19:53:53.935048,وسط البلد,121.14,201.9,69.24,0.64,134.99,30.045811,31.235666
2025-11-14T19:53:54.936334,المعادي,130.54,211.48,79.42,1.12,144.6,29.974745,31.254398
2025-11-14T19:53:55.937688,مدينة نصر,121.67,196.55,70.27,0.42,133.86,30.066469,31.3302
2025-11-14T19:53:56.938849,الجيزة,50.06,79.63,44.43,0.45,57.81,29.972583,31.125404
2025-11-14T19:53:57.940086,الجيزة,39.17,58.03,40.15,1.18,45.02,29.972456,31.12642
2025-11-14T19:53:58.941561,مدينة نصر,96.22,151.36,60.98,1.17,105.72,30.067289,31.330544
2025-11-14T19:53:59.942828,مدينة نصر,51.82,84.77,35.51,1.08,58.44,30.06703,31.329419
2025-11-14T19:54:00.944349,المعادي,42.13,62.41,70.27,0.74,53.84,29.974337,31.255693
2025-11-14T19:54:01.945937,وسط البلد,54.3,89.29,78.44,0.35,69.63,30.04654,31.234473
2025-11-14T19:54:02.947386,المعادي,148.23,229.76,74.78,0.63,158.0,29.974203,31.254418
2025-11-14T19:54:03.948608,مدينة نصر,114.87,186.47,43.19,1.01,122.02,30.066421,31.330643
2025-11-14T19:54:04.949877,المعادي,45.55,65.43,33.59,0.32,49.12,29.975443,31.25506
2025-11-14T19:54:05.951146,المعادي,122.86,201.12,29.44,0.45,127.65,29.974557,31.255254
2025-11-14T19:54:06.952582,التجمع الخامس,104.55,157.41,87.09,0.88,116.91,30.020857,31.499465
2025-11-14T19:54:07.954048,المعادي,119.93,195.36,65.74,0.95,131.72,29.974852,31.254577
2025-11-14T19:54:08.955589,مدينة نصر,28.68,42.73,81.59,0.36,43.48,30.067489,31.330463
2025-11-14T19:54:09.956910,مدينة نصر,67.01,111.52,44.52,1.06,75.86,30.066794,31.329272
2025-11-14T19:54:10.958350,الجيزة,98.42,158.87,88.89,0.96,114.65,29.972667,31.125239
2025-11-14T19:54:11.959470,وسط البلد,77.63,123.53,84.18,0.89,92.71,30.046458,31.23553
2025-11-14T19:54:12.960554,المعادي,115.72,189.93,39.07,1.01,122.65,29.975365,31.255752
2025-11-14T19:54:13.961898,المعادي,104.33,160.56,51.76,0.99,110.68,29.974299,31.254708
2025-11-14T19:54:14.963076,التجمع الخامس,88.34,143.8,26.19,1.01,92.55,30.021242,31.498755
2025-11-14T19:54:15.965055,مدينة نصر,53.14,89.08,53.72,0.67,64.04,30.066296,31.330497
2025-11-14T19:54:16.966930,وسط البلد,113.1,180.12,59.16,1.15,122.42,30.04608,31.234803
2025-11-14T19:54:17.968671,وسط البلد,121.77,198.87,41.67,0.7,128.88,30.045715,31.235693
2025-11-14T19:54:18.969976,وسط البلد,53.85,80.28,84.86,0.86,67.98,30.046177,31.234202
2025-11-14T19:54:19.972237,الجيزة,50.14,83.52,30.29,0.99,56.18,29.972947,31.126428
2025-11-14T19:54:20.974021,الجيزة,55.57,91.86,30.29,0.67,61.4,29.972971,31.126748
2025-11-14T19:54:21.975842,مدينة نصر,133.56,222.22,87.29,0.91,150.9,30.066808,31.329909
2025-11-14T19:54:22.977409,مدينة نصر,148.74,238.69,103.64,0.64,166.71,30.066479,31.330414
2025-11-14T19:54:23.979029,التجمع الخامس,130.05,212.28,81.06,0.57,144.92,30.020774,31.4989
2025-11-14T19:54:24.980860,الجيزة,129.95,208.65,52.89,0.57,138.15,29.972759,31.125505
2025-11-14T19:54:25.982318,مدينة نصر,91.58,143.03,27.34,0.77,94.17,30.067205,31.33047
2025-11-14T19:54:26.983835,الجيزة,34.39,56.31,66.81,0.8,47.45,29.973593,31.126263
2025-11-14T19:54:27.985144,مدينة نصر,108.3,177.93,77.01,1.1,122.93,30.067335,31.330227
2025-11-14T19:54:28.986146,التجمع الخامس,69.89,106.72,41.44,0.91,75.25,30.021262,31.498723
2025-11-14T19:54:29.987514,مدينة نصر,87.0,137.18,52.93,0.44,95.24,30.067235,31.330427
2025-11-14T19:54:30.989209,التجمع الخامس,47.66,75.63,86.62,0.77,63.84,30.021528,31.499199
2025-11-14T19:54:31.990826,وسط البلد,47.69,77.22,25.22,0.69,52.06,30.046462,31.2349
2025-11-14T19:54:32.991959,الجيزة,99.53,160.74,64.09,1.18,110.8,29.972896,31.126261
2025-11-14T19:54:33.993071,التجمع الخامس,86.93,140.23,24.25,0.69,90.38,30.020548,31.498581
2025-11-14T19:54:34.994201,التجمع الخامس,86.35,142.12,82.31,0.35,102.27,30.021306,31.499318
2025-11-14T19:54:35.995476,وسط البلد,46.97,68.57,54.15,0.73,54.88,30.046451,31.234622
2025-11-14T19:54:36.996484,الجيزة,89.11,145.68,106.31,0.43,109.52,29.973577,31.125406
2025-11-14T19:54:37.997704,التجمع الخامس,125.54,204.79,109.47,0.46,146.1,30.020853,31.499571
2025-11-14T19:54:38.999613,الجيزة,133.26,223.63,95.31,1.0,152.78,29.972464,31.126222
2025-11-14T19:54:40.001103,الجيزة,87.66,134.24,85.26,0.44,101.15,29.973664,31.126221
2025-11-14T19:54:41.002428,مدينة نصر,128.28,208.05,32.09,0.34,132.97,30.067322,31.329931
2025-11-14T19:54:42.003760,الجيزة,140.58,227.77,105.62,0.57,159.75,29.972655,31.126438
2025-11-14T19:54:43.005039,وسط البلد,102.14,150.31,39.29,0.9,104.02,30.046487,31.234866
2025-11-14T19:54:44.006242,المعادي,94.88,147.25,58.92,0.54,103.4,29.975597,31.254987
2025-11-14T19:54:45.008311,المعادي,46.11,83.18,62.62,0.82,60.53,29.974375,31.255489
2025-11-14T19:54:46.009938,الجيزة,113.18,175.86,74.92,0.93,124.33,29.973707,31.125708
2025-11-14T19:54:47.011457,وسط البلد,83.02,125.42,53.21,0.56,89.78,30.046452,31.235382
2025-11-14T19:54:48.012970,التجمع الخامس,119.21,189.39,75.95,1.02,131.61,30.021739,31.498552
2025-11-14T19:54:49.015181,وسط البلد,59.33,88.62,52.28,0.41,66.71,30.04526,31.234846
2025-11-14T19:54:50.016606,المعادي,102.11,159.69,65.75,0.77,112.11,29.975494,31.254387
2025-11-14T19:54:51.018097,مدينة نصر,124.78,197.0,63.29,1.16,134.15,30.067135,31.330273
2025-11-14T19:54:52.019213,مدينة نصر,84.56,127.3,86.26,0.63,97.72,30.067188,31.330629
2025-11-14T19:54:53.020730,مدينة نصر,118.37,191.94,54.43,0.39,127.65,30.067235,31.329858
2025-11-14T19:54:54.022177,وسط البلد,37.89,64.03,81.93,0.77,54.54,30.046115,31.235257
2025-11-14T19:54:55.023628,وسط البلد,113.5,190.45,98.41,0.64,133.57,30.045329,31.234744
2025-11-14T19:54:56.025106,الجيزة,118.86,185.28,56.61,1.03,126.34,29.972648,31.126218
2025-11-14T19:54:57.026427,وسط البلد,52.83,95.88,48.56,0.82,64.89,30.045443,31.235565
2025-11-14T19:54:58.027872,التجمع الخامس,138.92,222.0,98.7,0.37,155.8,30.020546,31.499048
2025-11-14T19:54:59.029323,التجمع الخامس,42.69,73.76,85.96,0.39,60.67,30.021563,31.499132
2025-11-14T19:55:00.030715,التجمع الخامس,127.18,198.27,63.0,0.7,135.67,30.020268,31.499738
2025-11-14T19:55:01.032151,مدينة نصر,121.3,187.26,36.42,0.73,124.11,30.067365,31.330511
2025-11-14T19:55:02.033892,مدينة نصر,102.45,156.46,53.33,0.56,108.83,30.067108,31.329773
2025-11-14T19:55:03.035266,التجمع الخامس,93.89,143.58,38.92,0.62,97.8,30.021083,31.499715
2025-11-14T19:55:04.037206,المعادي,28.51,39.1,53.63,0.86,36.71,29.974416,31.255006
2025-11-14T19:55:05.038834,مدينة نصر,125.09,199.68,79.99,0.53,138.44,30.067354,31.329529
2025-11-14T19:55:06.040244,المعادي,114.41,174.01,71.47,1.01,123.7,29.974399,31.255727
2025-11-14T19:55:07.042026,وسط البلد,98.29,158.66,36.04,0.43,103.95,30.046398,31.234909
2025-11-14T19:55:08.043752,وسط البلد,35.29,57.32,26.16,1.01,40.07,30.045966,31.234405
2025-11-14T19:55:09.045225,المعادي,80.33,136.48,38.06,1.17,88.72,29.974762,31.254461
2025-11-14T19:55:10.046906,التجمع الخامس,132.23,212.57,76.53,1.14,145.19,30.020539,31.498967
2025-11-14T19:55:11.048684,وسط البلد,58.9,84.97,61.21,0.6,67.18,30.045241,31.235735
2025-11-14T19:55:12.050097,مدينة نصر,52.04,91.08,47.43,0.74,62.83,30.06664,31.329624
2025-11-14T19:55:13.051730,المعادي,56.22,74.58,91.2,1.15,68.72,29.974449,31.254548
2025-11-14T19:55:14.053387,المعادي,41.33,77.89,40.89,0.36,52.21,29.975361,31.255027
2025-11-14T19:55:15.054900,الجيزة,86.08,138.19,27.69,0.32,90.04,29.972898,31.1262
2025-11-14T19:55:16.056442,وسط البلد,108.38,167.91,49.5,0.52,114.46,30.045857,31.23432
2025-11-14T19:55:17.057820,التجمع الخامس,89.58,142.16,57.85,0.9,99.01,30.021331,31.498388
2025-11-14T19:55:18.059376,التجمع الخامس,60.3,93.47,68.68,0.97,71.92,30.021498,31.49979
2025-11-14T19:55:19.060508,وسط البلد,65.83,113.91,31.16,0.34,73.32,30.045728,31.234372
2025-11-14T19:55:20.062097,المعادي,120.23,202.08,70.81,0.43,134.9,29.975622,31.254868
2025-11-14T19:55:21.063645,المعادي,39.81,56.78,103.36,0.56,57.61,29.975542,31.255647
2025-11-14T19:55:22.064979,وسط البلد,84.52,123.28,73.07,1.1,93.86,30.045856,31.235783
2025-11-14T19:55:23.066464,التجمع الخامس,28.72,48.47,22.41,0.45,33.39,30.021055,31.499086
2025-11-14T19:55:24.068536,الجيزة,119.21,182.68,25.31,0.73,119.47,29.972586,31.126085
2025-11-14T19:55:25.070120,وسط البلد,77.8,122.58,33.32,0.55,82.34,30.045903,31.234811
2025-11-14T19:55:26.071306,وسط البلد,118.62,187.45,83.08,0.51,132.16,30.045337,31.234203
2025-11-14T19:55:27.073620,الجيزة,109.9,167.32,89.03,0.52,122.95,29.973696,31.126672
2025-11-14T19:55:28.075493,مدينة نصر,96.31,159.02,91.91,1.17,114.24,30.066359,31.32988
2025-11-14T19:55:29.076829,وسط البلد,124.41,202.28,77.22,0.48,138.34,30.046627,31.234653
2025-11-14T19:55:30.078681,مدينة نصر,56.33,94.93,97.65,0.92,76.17,30.066861,31.329947
2025-11-14T19:55:31.080511,الجيزة,67.98,109.27,53.58,0.59,77.49,29.972832,31.126011
2025-11-14T19:55:32.082421,مدينة نصر,130.71,213.25,38.84,0.47,137.1,30.066276,31.329852
2025-11-14T19:55:33.083806,الجيزة,58.35,98.95,85.38,1.04,75.94,29.973263,31.126069
2025-11-14T19:55:34.085529,وسط البلد,118.84,191.52,86.06,0.74,134.09,30.046519,31.23438
2025-11-14T19:55:35.087451,المعادي,53.98,69.59,47.41,1.04,57.35,29.974608,31.254385
2025-11-14T19:55:36.088891,الجيزة,113.96,178.83,37.02,0.64,118.04,29.973789,31.125953
2025-11-14T19:55:37.089993,الجيزة,115.94,183.67,90.23,0.3,131.12,29.973305,31.125599
2025-11-14T19:55:38.091439,التجمع الخامس,33.64,52.7,51.21,0.83,42.87,30.020495,31.499708
2025-11-14T19:55:39.093069,مدينة نصر,30.67,58.39,77.18,1.0,48.29,30.066628,31.329579
2025-11-14T19:55:40.094439,المعادي,125.49,206.26,60.91,0.62,136.8,29.974999,31.25457
2025-11-14T19:55:41.095903,وسط البلد,101.86,168.7,29.06,0.81,107.35,30.046401,31.235307
2025-11-14T19:55:42.097993,وسط البلد,95.63,156.57,52.29,0.69,105.24,30.046205,31.235103
2025-11-14T19:55:43.099704,التجمع الخامس,88.61,149.5,34.27,0.79,96.01,30.021579,31.498306
2025-11-14T19:55:44.101038,وسط البلد,96.62,144.84,91.3,0.45,110.02,30.045348,31.234628
2025-11-14T19:55:45.102498,وسط البلد,98.57,159.73,109.04,1.08,119.01,30.045728,31.234482
2025-11-14T19:55:46.104297,وسط البلد,143.13,228.55,66.45,0.94,153.42,30.045305,31.235306
2025-11-14T19:55:47.105928,التجمع الخامس,56.76,97.16,69.7,1.06,71.47,30.021083,31.499166
2025-11-14T19:55:48.107824,المعادي,42.3,75.17,28.42,0.51,49.39,29.975224,31.25488
2025-11-14T19:55:49.109540,التجمع الخامس,49.46,80.01,38.21,0.93,56.38,30.020902,31.498524
2025-11-14T19:55:50.110936,الجيزة,95.54,153.77,75.1,1.0,108.92,29.972561,31.125775
2025-11-14T19:55:51.112736,المعادي,44.97,71.95,63.27,0.51,56.72,29.975487,31.255143
2025-11-14T19:55:52.113954,وسط البلد,105.29,166.16,60.55,0.94,114.6,30.045926,31.235126
