timestamp,road_id,road_name,cars_count,avg_speed_kmh,district,lat,lon
2025-11-14T19:54:14.963076,4,المعادي كورنيش,89,40.34,المعادي,29.974987,31.254596
2025-11-14T19:54:15.965055,2,الهرم,138,49.53,الجيزة,29.972352,31.125254
2025-11-14T19:54:16.966930,4,المعادي كورنيش,181,22.88,المعادي,29.97569,31.254881
2025-11-14T19:54:17.968671,5,محور المشير/التجمع,83,30.96,التجمع الخامس,30.021662,31.499139
2025-11-14T19:54:18.969976,2,الهرم,151,19.78,الجيزة,29.973652,31.126219
2025-11-14T19:54:19.972237,3,كورنيش النيل,96,38.37,وسط البلد,30.04528,31.234758
2025-11-14T19:54:20.974021,3,كورنيش النيل,106,25.24,وسط البلد,30.046668,31.234874
2025-11-14T19:54:21.975842,4,المعادي كورنيش,94,37.04,المعادي,29.975768,31.255108
2025-11-14T19:54:22.977409,1,صلاح سالم,229,22.44,مدينة نصر,30.067485,31.329705
2025-11-14T19:54:23.979029,1,صلاح سالم,133,23.88,مدينة نصر,30.067493,31.329557
2025-11-14T19:54:24.980860,3,كورنيش النيل,127,31.26,وسط البلد,30.045975,31.234566
2025-11-14T19:54:25.982318,1,صلاح سالم,93,36.62,مدينة نصر,30.0677,31.329925
2025-11-14T19:54:26.983835,2,الهرم,128,40.78,الجيزة,29.972267,31.125737
2025-11-14T19:54:27.985144,2,الهرم,32,39.43,الجيزة,29.972267,31.126155
2025-11-14T19:54:28.986146,3,كورنيش النيل,187,33.52,وسط البلد,30.045599,31.235024
2025-11-14T19:54:29.987514,4,المعادي كورنيش,105,28.27,المعادي,29.975351,31.255512
2025-11-14T19:54:30.989209,5,محور المشير/التجمع,87,45.51,التجمع الخامس,30.021516,31.499792
2025-11-14T19:54:31.990826,1,صلاح سالم,73,31.22,مدينة نصر,30.066486,31.329507
2025-11-14T19:54:32.991959,5,محور المشير/التجمع,159,23.13,التجمع الخامس,30.021551,31.498445
2025-11-14T19:54:33.993071,2,الهرم,72,43.56,الجيزة,29.97308,31.125628
2025-11-14T19:54:34.994201,2,الهرم,193,22.3,الجيزة,29.973275,31.125256
2025-11-14T19:54:35.995476,2,الهرم,105,46.76,الجيزة,29.972617,31.126201
2025-11-14T19:54:36.996484,2,الهرم,201,27.89,الجيزة,29.972903,31.125761
2025-11-14T19:54:37.997704,3,كورنيش النيل,214,17.3,وسط البلد,30.046778,31.234227
2025-11-14T19:54:38.999613,5,محور المشير/التجمع,124,24.16,التجمع الخامس,30.021477,31.498527
2025-11-14T19:54:40.001103,4,المعادي كورنيش,157,24.36,المعادي,29.974953,31.25425
2025-11-14T19:54:41.002428,2,الهرم,86,53.24,الجيزة,29.973407,31.125921
2025-11-14T19:54:42.003760,4,المعادي كورنيش,202,29.56,المعادي,29.974999,31.255417
2025-11-14T19:54:43.005039,3,كورنيش النيل,80,31.5,وسط البلد,30.045661,31.234953
2025-11-14T19:54:44.006242,3,كورنيش النيل,159,29.11,وسط البلد,30.045806,31.234898
2025-11-14T19:54:45.008311,4,المعادي كورنيش,132,29.03,المعادي,29.974827,31.255291
2025-11-14T19:54:46.009938,5,محور المشير/التجمع,153,16.69,التجمع الخامس,30.021323,31.498511
2025-11-14T19:54:47.011457,4,المعادي كورنيش,171,19.95,المعادي,29.9752,31.254475
2025-11-14T19:54:48.012970,4,المعادي كورنيش,68,39.2,المعادي,29.975199,31.254784
2025-11-14T19:54:49.015181,1,صلاح سالم,90,23.92,مدينة نصر,30.06775,31.330486
2025-11-14T19:54:50.016606,2,الهرم,206,16.98,الجيزة,29.973249,31.126761
2025-11-14T19:54:51.018097,1,صلاح سالم,115,23.65,مدينة نصر,30.06689,31.330769
2025-11-14T19:54:52.019213,5,محور المشير/التجمع,144,32.6,التجمع الخامس,30.020985,31.49854
2025-11-14T19:54:53.020730,3,كورنيش النيل,189,17.78,وسط البلد,30.045634,31.234393
2025-11-14T19:54:54.022177,3,كورنيش النيل,91,28.11,وسط البلد,30.046073,31.23538
2025-11-14T19:54:55.023628,4,المعادي كورنيش,142,22.04,المعادي,29.975138,31.254318
2025-11-14T19:54:56.025106,3,كورنيش النيل,98,29.19,وسط البلد,30.045617,31.235731
2025-11-14T19:54:57.026427,3,كورنيش النيل,168,24.08,وسط البلد,30.045556,31.234485
2025-11-14T19:54:58.027872,3,كورنيش النيل,192,19.98,وسط البلد,30.046237,31.235595
2025-11-14T19:54:59.029323,3,كورنيش النيل,93,43.79,وسط البلد,30.045316,31.23499
2025-11-14T19:55:00.030715,2,الهرم,120,38.59,الجيزة,29.972215,31.125394
2025-11-14T19:55:01.032151,3,كورنيش النيل,70,31.42,وسط البلد,30.045311,31.234233
2025-11-14T19:55:02.033892,1,صلاح سالم,108,20.23,مدينة نصر,30.066712,31.330324
2025-11-14T19:55:03.035266,1,صلاح سالم,95,15.93,مدينة نصر,30.066219,31.329983
2025-11-14T19:55:04.037206,1,صلاح سالم,94,34.09,مدينة نصر,30.066628,31.329379
2025-11-14T19:55:05.038834,3,كورنيش النيل,62,33.34,وسط البلد,30.045691,31.235531
2025-11-14T19:55:06.040244,5,محور المشير/التجمع,151,29.62,التجمع الخامس,30.021173,31.498355
2025-11-14T19:55:07.042026,2,الهرم,34,47.74,الجيزة,29.972389,31.126091
2025-11-14T19:55:08.043752,3,كورنيش النيل,103,29.45,وسط البلد,30.045495,31.235185
2025-11-14T19:55:09.045225,3,كورنيش النيل,83,30.11,وسط البلد,30.046112,31.234278
2025-11-14T19:55:10.046906,2,الهرم,162,29.52,الجيزة,29.973359,31.125737
2025-11-14T19:55:11.048684,4,المعادي كورنيش,91,35.57,المعادي,29.974853,31.254367
2025-11-14T19:55:12.050097,1,صلاح سالم,92,23.46,مدينة نصر,30.067529,31.329775
2025-11-14T19:55:13.051730,2,الهرم,112,31.56,الجيزة,29.973394,31.12539
2025-11-14T19:55:14.053387,5,محور المشير/التجمع,78,38.84,التجمع الخامس,30.021708,31.499309
2025-11-14T19:55:15.054900,3,كورنيش النيل,83,47.94,وسط البلد,30.046344,31.235088
2025-11-14T19:55:16.056442,2,الهرم,142,21.38,الجيزة,29.97279,31.126764
2025-11-14T19:55:17.057820,2,الهرم,165,32.64,الجيزة,29.972982,31.126671
2025-11-14T19:55:18.059376,3,كورنيش النيل,116,28.93,وسط البلد,30.046781,31.235377
2025-11-14T19:55:19.060508,5,محور المشير/التجمع,93,30.77,التجمع الخامس,30.021056,31.4987
2025-11-14T19:55:20.062097,2,الهرم,136,26.33,الجيزة,29.97304,31.126108
2025-11-14T19:55:21.063645,2,الهرم,162,25.86,الجيزة,29.972727,31.12631
2025-11-14T19:55:22.064979,5,محور المشير/التجمع,145,31.52,التجمع الخامس,30.021747,31.498735
2025-11-14T19:55:23.066464,4,المعادي كورنيش,7,37.29,المعادي,29.97539,31.254501
2025-11-14T19:55:24.068536,4,المعادي كورنيش,89,32.33,المعادي,29.974587,31.254753
2025-11-14T19:55:25.070120,5,محور المشير/التجمع,144,37.63,التجمع الخامس,30.02152,31.499154
2025-11-14T19:55:26.071306,2,الهرم,144,15.98,الجيزة,29.972366,31.126452
2025-11-14T19:55:27.073620,2,الهرم,130,39.21,الجيزة,29.972918,31.126163
2025-11-14T19:55:28.075493,2,الهرم,82,36.48,الجيزة,29.973794,31.126139
2025-11-14T19:55:29.076829,1,صلاح سالم,108,30.08,مدينة نصر,30.067293,31.329694
2025-11-14T19:55:30.078681,5,محور المشير/التجمع,170,43.03,التجمع الخامس,30.020553,31.499755
2025-11-14T19:55:31.080511,4,المعادي كورنيش,149,14.7,المعادي,29.975018,31.254232
2025-11-14T19:55:32.082421,5,محور المشير/التجمع,112,36.71,التجمع الخامس,30.020903,31.498254
2025-11-14T19:55:33.083806,4,المعادي كورنيش,118,21.3,المعادي,29.974409,31.254537
2025-11-14T19:55:34.085529,1,صلاح سالم,122,35.8,مدينة نصر,30.067785,31.330546
2025-11-14T19:55:35.087451,4,المعادي كورنيش,110,21.69,المعادي,29.974996,31.255455
2025-11-14T19:55:36.088891,3,كورنيش النيل,50,35.53,وسط البلد,30.045945,31.234406
2025-11-14T19:55:37.089993,2,الهرم,92,33.19,الجيزة,29.972308,31.126315
2025-11-14T19:55:38.091439,3,كورنيش النيل,92,29.62,وسط البلد,30.045954,31.23427
2025-11-14T19:55:39.093069,3,كورنيش النيل,91,27.98,وسط البلد,30.046772,31.234541
2025-11-14T19:55:40.094439,1,صلاح سالم,150,29.35,مدينة نصر,30.06734,31.329619
2025-11-14T19:55:41.095903,4,المعادي كورنيش,106,21.82,المعادي,29.974744,31.255401
2025-11-14T19:55:42.097993,4,المعادي كورنيش,125,27.91,المعادي,29.974318,31.255179
2025-11-14T19:55:43.099704,4,المعادي كورنيش,95,21.41,المعادي,29.974799,31.254613
2025-11-14T19:55:44.101038,1,صلاح سالم,118,23.72,مدينة نصر,30.067338,31.330712
2025-11-14T19:55:45.102498,1,صلاح سالم,196,18.21,مدينة نصر,30.06752,31.330516
2025-11-14T19:55:46.104297,4,المعادي كورنيش,100,28.07,المعادي,29.975378,31.25559
2025-11-14T19:55:47.105928,3,كورنيش النيل,68,22.73,وسط البلد,30.045444,31.235143
2025-11-14T19:55:48.107824,5,محور المشير/التجمع,117,37.92,التجمع الخامس,30.020597,31.499209
2025-11-14T19:55:49.109540,1,صلاح سالم,130,38.36,مدينة نصر,30.067734,31.329642
2025-11-14T19:55:50.110936,1,صلاح سالم,192,33.98,مدينة نصر,30.066502,31.329873
2025-11-14T19:55:51.112736,1,صلاح سالم,172,21.18,مدينة نصر,30.067055,31.329874
2025-11-14T19:55:52.113954,5,محور المشير/التجمع,100,31.99,التجمع الخامس,30.020914,31.499691
2025-11-14T19:55:53.115188,2,الهرم,128,29.65,الجيزة,29.972215,31.126663
2025-11-14T19:55:54.116198,1,صلاح سالم,97,23.64,مدينة نصر,30.067204,31.329969
2025-11-14T19:55:55.117335,5,محور المشير/التجمع,146,24.18,التجمع الخامس,30.020885,31.499488
2025-11-14T19:55:56.119277,5,محور المشير/التجمع,101,36.64,التجمع الخامس,30.021612,31.499226
2025-11-14T19:55:57.121003,2,الهرم,132,36.22,الجيزة,29.97329,31.126272
2025-11-14T19:55:58.122269,2,الهرم,130,27.29,الجيزة,29.973226,31.12525
2025-11-14T19:55:59.123400,3,كورنيش النيل,63,24.08,وسط البلد,30.046089,31.234638
2025-11-14T19:56:00.124830,3,كورنيش النيل,127,33.0,وسط البلد,30.045256,31.234482
2025-11-14T19:56:01.126250,3,كورنيش النيل,109,45.08,وسط البلد,30.046059,31.234257
2025-11-14T19:56:02.127679,1,صلاح سالم,151,40.87,مدينة نصر,30.066927,31.330241
2025-11-14T19:56:03.129355,1,صلاح سالم,128,30.65,مدينة نصر,30.066511,31.329847
2025-11-14T19:56:04.130354,3,كورنيش النيل,164,14.68,وسط البلد,30.045261,31.23481
2025-11-14T19:56:05.131491,5,محور المشير/التجمع,109,37.99,التجمع الخامس,30.020864,31.499073
2025-11-14T19:56:06.132386,3,كورنيش النيل,150,11.61,وسط البلد,30.045726,31.235085
2025-11-14T19:56:07.134088,3,كورنيش النيل,133,34.76,وسط البلد,30.046715,31.234609
2025-11-14T19:56:08.135700,4,المعادي كورنيش,108,28.63,المعادي,29.974929,31.254339
2025-11-14T19:56:09.137480,5,محور المشير/التجمع,42,22.56,التجمع الخامس,30.021096,31.498255
2025-11-14T19:56:10.138984,3,كورنيش النيل,148,25.53,وسط البلد,30.046363,31.235103
