timestamp,district,pm25,pm10,co2,no2,aqi
1/1/2025 10:30,Nasr City,125,71.88,318.98,20.54,88.17
1/1/2025 10:30,Giza,131.64,137.74,375.96,54.42,118.03
1/1/2025 10:30,New Cairo (5th Settlement),88.59,141.42,369.96,79.15,102.55
1/1/2025 10:35,Maadi,60.22,148,304.84,39.81,82.47
1/1/2025 10:35,Heliopolis,65.72,122.39,321.82,73.21,84.22
1/1/2025 10:35,Nasr City,48.31,145.1,540.96,54.95,78.67
1/1/2025 10:35,Giza,116.31,142.52,406.66,74.71,115.85
1/1/2025 10:35,New Cairo (5th Settlement),58.31,127.11,523.62,40.32,75.35
1/1/2025 10:40,Maadi,59.36,108.09,545.39,84.39,78.99
1/1/2025 10:40,Heliopolis,90.86,142.45,570.98,17.88,91.74
1/1/2025 10:40,Nasr City,50.17,150.51,547.12,78.56,85.95
1/1/2025 10:40,Giza,73.96,45.19,431.33,28.46,56.23
1/1/2025 10:40,New Cairo (5th Settlement),57.86,161.29,322.66,76.21,92.55
1/1/2025 10:45,Maadi,75.6,131.33,326.9,36.99,84.6
1/1/2025 10:45,Heliopolis,31.66,193.46,542.18,46.77,83.22
1/1/2025 10:45,Nasr City,49.07,188.69,403.38,22.88,85.72
1/1/2025 10:45,Giza,93.21,190.44,301.15,29.05,109.55
1/1/2025 10:45,New Cairo (5th Settlement),142,59.08,333.97,55.61,99.85
1/1/2025 10:50,Maadi,132.04,111.11,598.37,64.33,112.22
1/1/2025 10:50,Heliopolis,29.63,198.78,422.37,32.99,81.05
1/1/2025 10:50,Nasr City,92.52,81.73,325.94,10.11,72.8
1/1/2025 10:50,Giza,78.45,172.27,471.69,89.94,108.89
1/1/2025 10:50,New Cairo (5th Settlement),57.29,77.68,347.92,23.13,56.57
1/1/2025 10:55,Maadi,57.07,164.78,571.73,88.01,95.57
1/1/2025 10:55,Heliopolis,50.2,179.82,398.48,19.03,82.85
1/1/2025 10:55,Nasr City,133.1,138.14,349.42,44.39,116.87
1/1/2025 10:55,Giza,57.34,155.26,436.02,89.14,93.08
1/1/2025 10:55,New Cairo (5th Settlement),27.12,90.35,444.57,50.25,50.71
1/1/2025 11:00,Maadi,61.07,153.97,562.42,85.1,93.75
1/1/2025 11:00,Heliopolis,124.66,174.6,465.16,76.07,129.92
1/1/2025 11:00,Nasr City,59.46,97.74,395.07,47.39,68.53
1/1/2025 11:00,Giza,57.13,193.47,393.85,17.84,90.17
1/1/2025 11:00,New Cairo (5th Settlement),88.49,39.71,333.16,27.55,61.67
1/1/2025 11:05,Maadi,80.37,103.65,539.91,69.16,85.11
1/1/2025 11:05,Heliopolis,75.42,86.73,394.94,71.92,78.11
1/1/2025 11:05,Nasr City,26.77,32.18,538.66,48.17,32.67
1/1/2025 11:05,Giza,37.01,70.05,579.75,78.76,55.27
1/1/2025 11:05,New Cairo (5th Settlement),112.27,111.98,456.1,88.02,107.33
1/1/2025 11:10,Maadi,145.55,66.6,543.33,25.78,97.91
1/1/2025 11:10,Heliopolis,47.76,144.94,421.5,84.52,84.27
1/1/2025 11:10,Nasr City,31.57,116.96,575.56,82.33,67.34
1/1/2025 11:10,Giza,40.35,92.33,485.74,22.75,52.42
1/1/2025 11:10,New Cairo (5th Settlement),145.84,185.51,350.09,19.69,132.51
1/1/2025 11:15,Maadi,31.1,184.61,358.09,43.3,79.59
1/1/2025 11:15,Heliopolis,78.35,131.83,321.52,28.14,84.35
1/1/2025 11:15,Nasr City,141.09,184.43,534.39,11.55,128.19
1/1/2025 11:15,Giza,62.51,136.75,382.56,82.77,88.83
1/1/2025 11:15,New Cairo (5th Settlement),102.41,42.22,572.7,86.62,81.19
1/1/2025 11:20,Maadi,30.1,120.5,391.01,41.43,59.49
1/1/2025 11:20,Heliopolis,43.35,128.27,587.39,50.25,70.21
1/1/2025 11:20,Nasr City,30.78,135.4,402.07,78.47,71.7
1/1/2025 11:20,Giza,76.51,62.78,357.33,71.5,71.39
1/1/2025 11:20,New Cairo (5th Settlement),54.53,160.43,361.77,35.73,82.54
1/1/2025 11:25,Maadi,80.51,190.34,579.52,26.55,102.67
1/1/2025 11:25,Heliopolis,66.57,55.4,453,46.85,59.27
1/1/2025 11:25,Nasr City,137.1,188.1,415.07,49.34,134.85
1/1/2025 11:25,Giza,136.51,167.14,301.1,35.6,125.52
1/1/2025 11:25,New Cairo (5th Settlement),74.83,69.05,359.87,13.02,60.74
1/1/2025 11:30,Maadi,103.64,74.63,315.7,28.48,79.9
1/1/2025 11:30,Heliopolis,124.25,174.75,444.92,43.29,123.21
1/1/2025 11:30,Nasr City,147.12,64.1,364.61,33.35,99.46
1/1/2025 11:30,Giza,42.46,94.49,573.25,59.23,61.42
1/1/2025 11:30,New Cairo (5th Settlement),73.55,188.85,314.54,26.82,98.8
1/1/2025 11:35,Maadi,93.57,134.64,311.87,42.24,95.62
1/1/2025 11:35,Heliopolis,104.39,148.67,491.44,35.65,103.93
1/1/2025 11:35,Nasr City,32.16,102.61,338.63,85.81,64.02
1/1/2025 11:35,Giza,81.77,83.93,529.89,49.84,76.03
1/1/2025 11:35,New Cairo (5th Settlement),60.3,168.03,560.15,63.84,93.33
1/1/2025 11:40,Maadi,26.11,126.27,528.99,20.92,55.12
1/1/2025 11:40,Heliopolis,49.73,180.02,306.04,70.22,92.91
1/1/2025 11:40,Nasr City,81.59,105.95,302.13,75.55,87.69
1/1/2025 11:40,Giza,66.78,121.93,503.19,66.21,83.21
1/1/2025 11:40,New Cairo (5th Settlement),144.28,120.33,419.92,86.3,125.5
1/1/2025 11:45,Maadi,103.47,80.69,337.94,77.4,91.42
1/1/2025 11:45,Heliopolis,67.08,142.28,441.24,25.91,81.41
1/1/2025 11:45,Nasr City,98.22,40.32,424,53.73,71.95
1/1/2025 11:45,Giza,76.69,157.27,548.38,71.7,99.87
1/1/2025 11:45,New Cairo (5th Settlement),25.05,63,460.98,84.79,48.38
1/1/2025 11:50,Maadi,128.54,173.23,390.96,44.36,125.11
1/1/2025 11:50,Heliopolis,81.19,56.75,309.32,85.75,74.77
1/1/2025 11:50,Nasr City,51.29,70.79,325.01,84.28,63.74
1/1/2025 11:50,Giza,95.37,143.4,573.47,37.65,98.23
1/1/2025 11:50,New Cairo (5th Settlement),100.8,36.6,356.03,76.5,76.68
1/1/2025 11:55,Maadi,119.68,89.61,413.04,52.68,97.26
1/1/2025 11:55,Heliopolis,20.03,71.01,362.47,30.04,37.33
1/1/2025 11:55,Nasr City,124.77,77.54,357.46,50.34,95.72
1/1/2025 11:55,Giza,132.53,71.03,323.56,38.51,95.28
1/1/2025 11:55,New Cairo (5th Settlement),117.19,123.62,545.04,86.77,113.04
1/1/2025 12:00,Maadi,123.05,132.65,448,13.21,103.96
1/1/2025 12:00,Heliopolis,147.96,95.19,345.67,63.34,115.21
1/1/2025 12:00,Nasr City,56.96,129.58,476.03,45.66,76.49
1/1/2025 12:00,Giza,128.7,75.04,434.59,53.02,97.46
1/1/2025 12:00,New Cairo (5th Settlement),106.27,163.28,418.44,61.68,114.45
1/1/2025 12:05,Maadi,39.58,188.55,414.92,68.36,90.03
1/1/2025 12:05,Heliopolis,22.64,64.88,446.12,80.26,46.84
1/1/2025 12:05,Nasr City,88.54,188.08,445.14,49.24,110.54
1/1/2025 12:05,Giza,35.57,166.45,374.09,81.97,84.11
1/1/2025 12:05,New Cairo (5th Settlement),138.41,190.36,456.07,64.17,139.15
1/1/2025 12:10,Maadi,121.21,52.27,480.29,12.74,78.83
1/1/2025 12:10,Heliopolis,84.68,56.32,354.88,39.2,67.08
1/1/2025 12:10,Nasr City,76.22,135.94,322.33,50.3,88.95
1/1/2025 12:10,Giza,43.74,127.58,491.22,54.54,71.05
1/1/2025 12:10,New Cairo (5th Settlement),115.98,87.05,529.53,44.62,93.03
1/1/2025 12:15,Maadi,82.94,140.18,305.51,62.32,95.99
1/1/2025 12:15,Heliopolis,100.42,82.67,325.74,17.27,78.47
1/1/2025 12:15,Nasr City,140.02,147.18,338.13,38.54,121.87
1/1/2025 12:15,Giza,97.02,172.05,313.1,28.93,105.91
1/1/2025 12:15,New Cairo (5th Settlement),135.67,31.56,360.42,86.72,94.65
1/1/2025 12:20,Maadi,99.74,74.48,320.1,12.26,74.67
1/1/2025 12:20,Heliopolis,51.82,179.85,424.77,67.63,93.39
1/1/2025 12:20,Nasr City,139.38,99.37,357.38,51.37,109.77
1/1/2025 12:20,Giza,138.05,166.74,319.75,65.41,132.13
1/1/2025 12:20,New Cairo (5th Settlement),94.35,184.27,336.74,52.72,113
1/1/2025 12:25,Maadi,134.33,99.7,444.6,15.64,100.2
1/1/2025 12:25,Heliopolis,56.16,85.17,583.54,32.61,60.15
1/1/2025 12:25,Nasr City,79.91,144.12,348.66,48.92,92.98
1/1/2025 12:25,Giza,116.01,177.37,487.88,63.52,123.92
1/1/2025 12:25,New Cairo (5th Settlement),36.42,190.78,339.77,71.97,89.84
1/1/2025 12:30,Maadi,54.43,188.71,515.99,70.31,97.89
1/1/2025 12:30,Heliopolis,48.48,105.32,485.34,71.6,70.15
1/1/2025 12:30,Nasr City,33.51,193.6,567.07,31.63,81.16
1/1/2025 12:30,Giza,126.96,118.12,438.54,35.15,105.94
1/1/2025 12:30,New Cairo (5th Settlement),95.53,154.08,423.28,60.34,106.05
1/1/2025 12:35,Maadi,110.91,150.89,315.59,78.78,116.48
1/1/2025 12:35,Heliopolis,79.57,74.61,372.53,48.64,71.9
1/1/2025 12:35,Nasr City,135.29,94.32,524.92,17.75,99.49
1/1/2025 12:35,Giza,81.89,198.59,531.13,26.84,105.89
1/1/2025 12:35,New Cairo (5th Settlement),85.19,69.72,422.87,72.41,77.99
1/1/2025 12:40,Maadi,120.26,68.78,576.67,57.41,92.24
1/1/2025 12:40,Heliopolis,69.39,115.33,481.52,54.79,80.25
1/1/2025 12:40,Nasr City,83.23,115.84,352.92,75.02,91.37
1/1/2025 12:40,Giza,90.43,52.28,529.85,84.6,77.82
1/1/2025 12:40,New Cairo (5th Settlement),143.15,92.73,340.66,51.47,109.69
1/1/2025 12:45,Maadi,34.64,188.78,355.07,30.22,80
1/1/2025 12:45,Heliopolis,72.86,95.14,538.4,46.51,74.27
1/1/2025 12:45,Nasr City,42.2,75.43,452.73,21.8,48.09
1/1/2025 12:45,Giza,99.52,126.18,514.41,85.02,104.61
1/1/2025 12:45,New Cairo (5th Settlement),138.59,190.83,373.41,20.53,130.65
1/1/2025 12:50,Maadi,59.3,182.16,591.62,78.75,100.05
1/1/2025 12:50,Heliopolis,34.3,191.06,427.01,10.74,76.62
1/1/2025 12:50,Nasr City,77.51,37.83,463.16,37.08,57.52
1/1/2025 12:50,Giza,81.55,134.24,560.64,62.95,93.64
1/1/2025 12:50,New Cairo (5th Settlement),76.43,169.3,571.67,19.58,92.92
1/1/2025 12:55,Maadi,89.15,78.37,314.12,63.48,80.78
1/1/2025 12:55,Heliopolis,132.16,57.69,543.72,78.27,99.04
1/1/2025 12:55,Nasr City,138.86,75.1,571.19,35.65,99.09
1/1/2025 12:55,Giza,91.8,38.59,313.16,67.63,71
1/1/2025 12:55,New Cairo (5th Settlement),77.78,73.57,357.12,63.6,73.68
1/1/2025 13:00,Maadi,20.05,167,323.77,25.32,65.19
1/1/2025 13:00,Heliopolis,70.21,112.43,406.5,35.66,75.96
1/1/2025 13:00,Nasr City,145.31,139.07,307.03,44.41,123.26
1/1/2025 13:00,Giza,133.75,81.25,328.37,70.67,105.38
1/1/2025 13:00,New Cairo (5th Settlement),98.78,126.95,316.07,21.24,91.72
1/1/2025 13:05,Maadi,100.93,65.33,451.22,53.59,80.78
1/1/2025 13:05,Heliopolis,56.86,191.23,552.74,67.79,99.36
1/1/2025 13:05,Nasr City,30.14,48.04,447.83,22.86,34.05
1/1/2025 13:05,Giza,147.17,56.95,446.24,39.13,98.5
1/1/2025 13:05,New Cairo (5th Settlement),103.12,51.94,429.09,31.98,73.54
1/1/2025 13:10,Maadi,135.41,36.9,574.12,76.64,94.1
1/1/2025 13:10,Heliopolis,58.68,164.18,309.36,87.35,96.07
1/1/2025 13:10,Nasr City,88.46,81.56,408.77,15.31,71.76
1/1/2025 13:10,Giza,148.62,36.68,496.47,45.42,94.4
1/1/2025 13:10,New Cairo (5th Settlement),143.36,71.82,459.63,48.59,102.94
1/1/2025 13:15,Maadi,111.37,41.56,358.14,27.17,73.59
1/1/2025 13:15,Heliopolis,115.96,62.15,472.05,27.22,82.07
1/1/2025 13:15,Nasr City,132.01,190.17,455.55,38.18,130.69
1/1/2025 13:15,Giza,50.43,38.46,380.55,62.34,49.22
1/1/2025 13:15,New Cairo (5th Settlement),89.37,190.49,418.88,65.51,114.93
1/1/2025 13:20,Maadi,83.61,117.14,380.33,46.4,86.23
1/1/2025 13:20,Heliopolis,81.2,150.13,582.19,36.35,92.91
1/1/2025 13:20,Nasr City,25.49,114.37,463.34,23.48,51.75
1/1/2025 13:20,Giza,118.86,197.44,583.73,25.77,123.82
1/1/2025 13:20,New Cairo (5th Settlement),133.8,149.76,436.15,53.25,122.48
1/1/2025 13:25,Maadi,130.45,111.62,411.96,49.46,108.6
1/1/2025 13:25,Heliopolis,95.29,62.14,570.27,63.93,79.07
1/1/2025 13:25,Nasr City,102.32,46.91,481.25,19.68,69.17
1/1/2025 13:25,Giza,30.23,119.64,420.84,57.1,62.43
1/1/2025 13:25,New Cairo (5th Settlement),31.6,103.27,352.44,88.97,64.57
1/1/2025 13:30,Maadi,92.95,146.86,397.63,17.58,94.05
1/1/2025 13:30,Heliopolis,146.86,78.66,427.14,61.99,109.43
1/1/2025 13:30,Nasr City,23.21,167.74,460.97,32.26,68.38
1/1/2025 13:30,Giza,28.01,57.62,568.51,64.88,44.27
1/1/2025 13:30,New Cairo (5th Settlement),52.49,41.15,507.18,55.79,49.75
1/1/2025 13:35,Maadi,72.59,91.81,365.04,63.57,76.55
1/1/2025 13:35,Heliopolis,146.19,59.87,479.13,43.93,99.84
1/1/2025 13:35,Nasr City,78.07,73.21,547.54,48.82,70.76
1/1/2025 13:35,Giza,90.64,81.81,354.54,16.87,73.24
1/1/2025 13:35,New Cairo (5th Settlement),112.84,63.36,507.02,41.23,83.67
1/1/2025 13:40,Maadi,74.05,109.76,410.31,18.05,73.56
1/1/2025 13:40,Heliopolis,60.25,142.83,499.74,32.9,79.56
1/1/2025 13:40,Nasr City,79.81,62.89,363.11,11.84,61.14
1/1/2025 13:40,Giza,136.58,65.82,368.26,32.37,94.51
1/1/2025 13:40,New Cairo (5th Settlement),36.56,138.67,322.54,20.74,64.03
1/1/2025 13:45,Maadi,103.82,87.74,512.38,54.59,89.15
1/1/2025 13:45,Heliopolis,53.28,140.64,334.88,52.91,79.42
1/1/2025 13:45,Nasr City,76.83,75.54,481.2,79.71,77.02
1/1/2025 13:45,Giza,149.86,133.32,421.41,28.02,120.53
1/1/2025 13:45,New Cairo (5th Settlement),53.42,111.51,410.18,83.11,76.78
1/1/2025 13:50,Maadi,67.88,93.49,415.06,76.93,77.37
1/1/2025 13:50,Heliopolis,104.6,134.41,400.24,75.43,107.71
1/1/2025 13:50,Nasr City,24.99,178.04,453.82,41.86,74.28
1/1/2025 13:50,Giza,84.63,143.46,303.83,79.72,101.3
1/1/2025 13:50,New Cairo (5th Settlement),78.08,88.3,341.47,45.16,74.56
1/1/2025 13:55,Maadi,84.52,98.62,503.6,43.67,80.58
1/1/2025 13:55,Heliopolis,144.98,131.88,542.24,18.75,115.8
1/1/2025 13:55,Nasr City,71.65,87.26,470.84,78.89,77.78
1/1/2025 13:55,Giza,30.18,42.34,555.1,27.03,33.2
1/1/2025 13:55,New Cairo (5th Settlement),106.94,122.29,549.87,20.01,94.16
1/1/2025 14:00,Maadi,36.87,124.66,583.91,43.2,64.47
1/1/2025 14:00,Heliopolis,62.5,133.14,579.13,76.95,86.58
1/1/2025 14:00,Nasr City,149.41,33.84,333.86,58.76,96.61
1/1/2025 14:00,Giza,126.67,78.49,371.76,72.96,101.48
1/1/2025 14:00,New Cairo (5th Settlement),27.33,92.8,451.74,54.83,52.47
1/1/2025 14:05,Maadi,114.72,90.32,483.81,56.83,95.82
1/1/2025 14:05,Heliopolis,91.19,138.88,377.83,16.77,90.61
1/1/2025 14:05,Nasr City,35.51,68.18,450.06,77.24,53.65
